Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
D3           782534208   1212929606  811235345   1174394566  127843145   1179150097  855651680   407579924   391860358   390673850   -                        -                        3.104711528555085015     
D6           759519340   481117937   278401403   1102237981  353897162   485747096   949044793   1167526354  342718641   74082058    -                        -                        6.494392164429341312     
D5           600069954   1143541414  698159283   990977256   93802008    1044436480  949044793   1174824165  390907302   209162652   -                        -                        5.467235202200438728     
D1128        940669352   603433162   337236190   992899054   1211030116  265159671   80103810    1052863180  52229702    534716      -                        -                        1128.511512653445941     
D1           845369190   204554845   640814345   1077781995  847475573   580546802   80103810    918650470   232412805   148130775   -                        -                        1.380907141004291647     
D4           655408003   862251633   1034787113  1126067372  3999523     1148366605  80103810    556422370   470659369   184748634   -                        -                        4.667161073569832186     
D8           769991695   1168562591  843059847   1089107158  169799439   245605989   80103810    1141259541  319115463   131760769   -                        -                        8.868820361848373850     
D0           685795898   88533264    597262634   954858519   99677621    825311383   233332056   928342317   269062621   147670656   -                        -                        0.599531866371610078     
D5           675158348   832465047   1084324044  932246564   1157405102  11053212    233332056   763125159   257088216   160981916   -                        -                        5.171171195403091114     
D7           1095631737  573649121   521982616   1180267799  293783108   613940982   233332056   962986569   84636062    79998993    -                        -                        7.170704273740045702     
D6           583984038   1123119415  702495366   984070987   482116779   125154634   233332056   1178185759  400086949   183897089   -                        -                        6.107325684747516585     
D1           734294215   391099205   343195010   1117705362  289322617   358502519   233332056   1010103046  383411147   350883068   -                        -                        1.114614071374911712     
D26          347594615   884006157   705219201   399930693   724044470   462010923   233332056   902699422   52336078    33578147    -                        -                        26.32682967883844215     
D1           748063240   363778808   384284432   1174621425  455783039   623725487   233332056   166834377   426558185   321505055   -                        -                        1.131487055467914804     
D3           645607154   814257220   1072980677  1072991525  442090897   51388388    993323147   674733060   427384371   218222783   -                        -                        3.731311684353324373     
D82          74918887    1012707054  303842576   137495649   1052021099  1224298295  993323147   1188728813  62576762    12342125    -                        -                        82.05289235038536718     
D19          951479667   1105265312  1087845098  1015288855  1139351251  32837778    993323147   305544593   63809188    58151035    -                        -                        19.00680378259819451     
D3           593286523   558991041   34295482    1007144445  98764595    33029736    160084318   637572910   413857922   179428601   -                        -                        3.115395415695182285     
D1           655008773   314600349   340408424   1123589619  696805108   327124879   160084318   893267878   468580846   186427927   -                        -                        1.687517283824112897     
D19          671325939   700083037   1212873645  734832523   618613376   16140617    160084318   1039721795  63506584    36260099    -                        -                        19.30725663490328584     
D25          654546376   788592880   1107584239  743566608   568507209   108425882   160084318   211264670   89020232    31404752    -                        -                        25.11062274906676543     
D34          960596832   901638233   58958599    1012519583  75182058    407787373   160084318   285650815   51922751    25987314    -                        -                        34.69532222529808198     
D1256        156534968   725157585   673008126   234513927   348031416   871863300   951100875   1091562594  77978959    577050      -                        -                        1256.663348063426046     
D3           624515398   300738998   323776400   1170185452  946163467   871494206   951100875   1084004142  545670054   78845344    -                        -                        3.814289883750142557     
D917         106398583   1226245853  121783473   123908947   50713645    346331836   951100875   555531307   17510364    1336399     -                        -                        917.5746562216822969     
D12          1143236380  824447371   318789009   1220191035  1032821256  1043409768  63364537    166048599   76954655    65871210    -                        -                        12.51605019856170852     
D37          811714951   918329304   1135016390  839831111   364715036   233625930   63364537    167537488   28116160    24462471    -                        -                        37.54033286334810575     
D17          948875790   292689859   656185931   967146396   541391712   242822467   27420862    632213109   18270606    17074884    -                        -                        17.14154304064379002     
D6           277294335   242179863   35114472    397196329   155096962   162854432   27420862    1075295406  119901994   37490347    -                        -                        6.459792516724371742     
D0           996017402   35090013    960927389   1201616373  344364362   739335410   27420862    864621818   205598971   173621518   -                        -                        0.202106359881037326     
D20          315161931   471583833   1085208841  341767044   952200236   688963115   27420862    742207093   26605113    22505688    -                        -                        20.95398429943576930     
D25          706023366   801846960   1145807149  802312890   64200194    417195926   91578587    607241558   96289524    31996698    -                        -                        25.06030341005812537     
D25          316431967   778489910   779572800   364147959   164666780   379730388   91578587    1134774295  47715992    30136015    -                        -                        25.83254322112595178     
D2           476292499   520193680   1197729562  742945581   859098767   143283371   91578587    391635960   266653082   209639417   -                        -                        2.481373433699255135     
D82          359030005   962507779   638152969   379464703   651809915   326514629   91578587    599703313   20434698    11640139    -                        -                        82.68868430179399060     
D2           256864026   182075044   74788982    321795159   753097049   890156619   470348409   203904872   64931133    62070627    -                        -                        2.933352743480422712     
D13          551123323   962349588   830404478   631257240   840068275   287008583   470348409   140319970   80133917    70319821    -                        -                        13.68532476782044140     
D1           726940251   197774368   529165883   1036067203  934371841   684012845   1150740392  327444598   309126952   108686347   -                        -                        1.819679964034489078     
D6           906795015   1041647025  1106778733  1158771322  677256585   1139208252  1150740392  727880261   251976307   150866094   -                        -                        6.904447496334066950     
D22          276597740   709626142   808602341   521359726   407935732   414148208   1150740392  379867945   244761986   31835754    -                        -                        22.29022570032423293     
D47          830318832   1008927995  1063021580  1032551195  368090680   49530737    1150740392  400341287   202232363   21389380    -                        -                        47.16957644401099985     
D19          129943377   646905353   724668767   226092106   885673881   122987741   1150740392  1191077071  96148729    33794648    -                        -                        19.14224267108803737     
D4           218998822   267560264   1193069301  376032308   1214134215  1041524843  723238256   9829890     157033486   61965336    -                        -                        4.317902254253894467     
D12          572818634   1071468082  742981295   815012707   356602961   859430450   723238256   98953614    242194073   88430488    -                        -                        12.11650083848909665     
D2           624852711   321163455   303689256   1128732393  115917821   1048106346  723238256   807768285   503879682   120973029   -                        -                        2.654835194711045881     
D19          578985777   478764339   100221438   856387745   1101880559  933685386   723238256   964835362   277401968   24181841    -                        -                        19.79850661494300620     
D24          585117434   872149686   954598491   860080858   983819074   26948926    723238256   1071581993  274963424   35190586    -                        -                        24.78360792286891727     
D3           845958419   728137404   117821015   1062151778  40563970    502137676   723238256   893092412   216193359   197378342   -                        -                        3.689044079618421356     
D7           608891315   1122594664  727927394   842932534   995961367   343049680   330431346   634077050   234041219   140808877   -                        -                        7.972470826537449055     
D4           1125022884  283843653   841179231   1220978807  896883297   287330890   330431346   928280449   95955923    69507731    -                        -                        4.083627086028746931     
D1           592443507   421630275   170813232   956830887   829253891   889095742   330431346   1147411997  364387380   228056127   -                        -                        1.848800470947224320     
D1           799453949   66061636    733392313   947576834   321512166   1114643320  318117177   131958295   148122885   58839524    -                        -                        1.122742529324336478     
D193         151031614   1086490123  306172234   167188228   411040702   793531124   318117177   349520668   16156614    5622088     -                        -                        193.2538450127425967     
D0           550496561   20459222    530037339   585255498   835265835   478308828   81788366    620933361   34758937    29112506    -                        -                        0.702764028627422180     
D3           690682756   1008086717  924226782   1091101691  1081957376  751198552   81788366    781843759   400418935   290263821   -                        -                        3.473001607733951796     
D0           917688847   84810206    832878641   1192064251  15640819    959151833   778977453   1152312637  274375404   94562635    -                        -                        0.896868049415078164     
D4           245194333   524064223   962760853   381484251   1232715123  1013395010  778977453   374505020   136289918   108904415   -                        -                        4.812148552471449389     
D10          850010355   765989032   84021323    927485115   658454589   1026718293  778977453   408472155   77474760    75262755    -                        -                        10.17753113076979443     
D2           630344690   720171057   1151804376  956781881   421661821   965144960   685909914   678200864   326437191   303907499   -                        -                        2.369704792970574247     
D33          1100044842  1096790126  3254716     1189000453  452975705   1176991817  685909914   519173951   88955611    32577510    -                        -                        33.66709506036526425     
D111         945777116   1020225152  1167182707  974160877   199790429   97710995    685909914   942029305   28383761    9113003     -                        -                        111.9526847516674799     
D9           288466330   941747555   588349518   384997295   1057858785  480506415   951722477   633550415   96530965    95404400    -                        -                        9.871112391042761130     
D15          589480522   360031639   229448883   1155610175  721213146   200009559   951722477   176719579   566129653   23350869    -                        -                        15.41834006263321506     
D44          758816441   974560050   1025887134  789526051   818859191   567206314   951722477   211207487   30709610    21785801    -                        -                        44.73372587953043360     
D0           930615212   89483630    841131582   1123678590  626895045   513761888   1217044452  660637368   193063378   158361700   -                        -                        0.565058533723747598     
D7           772916252   1192530031  822016964   1082420187  275560095   420819234   1217044452  215596758   309503935   153908382   -                        -                        7.748311141364607419     
D4           1012723500  411395820   601327680   1097253476  411632954   1039735350  142386076   203946620   84529976    82893764    -                        -                        4.962928453821930441     
D5           400704278   839414277   802920744   642903886   920091317   438131067   142386076   45949588    242199608   158504670   -                        -                        5.295833094381383211     
D14          391126074   959159163   673597654   553273916   824631877   373711937   529094493   1104971121  162147842   66830390    -                        -                        14.35214074016327003     
D26          775344543   519308469   256036074   1027236724  500431633   806544963   529094493   70588606    251892181   19668000    -                        -                        26.40372528981086028     
D0           811467537   60135526    751332011   1109785920  131267805   592202369   529094493   1091262206  298318383   214830771   -                        -                        0.279920449570978824     
D13          543042398   1121348389  663324752   695870540   507865800   238230736   529094493   972459826   152828142   84557972    -                        -                        13.26129710159084704     
D7           489343723   565454427   1165520039  907529022   569467330   27440887    7455747     698494277   418185299   71158424    -                        -                        7.946415831244379442     
D10          700236856   922584368   1019283231  1006920018  775115160   1222928691  7455747     1236388131  306683162   86870532    -                        -                        10.62022237874633943     
D4           766606333   963378038   1044859038  1042688823  284219889   312322287   7455747     369855713   276082490   214441353   -                        -                        4.492501210808905873     
D0           336105208   16114454    319990754   633119135   410016045   1231392219  7455747     785998473   297013927   39091281    -                        -                        0.412226296702837648     
D121         326802572   937806069   630627246   486347017   712394119   764498440   492051840   788410583   159544445   7713682     -                        -                        121.5769679123406954     
D25          431617585   541393793   1131854535  841958109   9754698     1157556397  492051840   215489292   410340524   21277061    -                        -                        25.44495186623754098     
D196         354154879   835246586   760539036   470792911   220536385   155858422   492051840   422971501   116638032   4240783     -                        -                        196.9557475588824045     
D8           688787440   1180271183  750147000   1231912681  533565482   786001989   810317780   437983025   543125241   145662199   -                        -                        8.102796683716136950     
D3           529037101   807494781   963173063   797562009   906680026   1019976874  810317780   96497364    268524908   260512193   -                        -                        3.099642944543482461     
D0           853885617   219437701   634447916   1161808565  350184610   113497327   729717380   554845674   307922948   238039721   -                        -                        0.921853294391989310     
D0           900526837   64036906    836489931   1154262198  1213985321  656078946   729717380   243845457   253735361   139320754   -                        -                        0.459636516179061161     
D2           763631824   1013412888  991849679   1187481509  175106533   1212253579  729717380   14614908    423849685   339782139   -                        -                        2.982537254555337295     
D23          932628324   259021021   673607303   981143381   10863245    165572039   294202271   776570133   48515057    10842241    -                        -                        23.88998925591120876     
D11          1126716664  878754875   247961789   1213963739  344335159   250060703   294202271   563977983   87247075    79751764    -                        -                        11.01862618361645267     
D550         894535480   754253578   140281902   1043396180  581630727   658818217   294202271   913788262   148860700   1371280     -                        -                        550.0361545417420220     
D9           750155896   341232231   408923665   928479895   852310084   1000552294  294202271   91464462    178323999   36859900    -                        -                        9.257546303706738216     
D25          739526998   327675405   411851593   860658641   766060071   51414845    883492566   1032268057  121131643   12737140    -                        -                        25.72597969402864379     
D18          1032270452  1193069671  1080831524  1096863648  178776338   894881156   883492566   232634459   64593196    63372512    -                        -                        18.82629602878926434     
D22          179298829   235158481   1185771091  348362668   19780613    314398233   883492566   644340638   169063839   10234990    -                        -                        22.97593656662097373     
D54          1088061211  1146172590  1183519364  1176969786  833154881   379690178   883492566   924783086   88908575    21158311    -                        -                        54.17127057069914512     
D1804        440680787   95367687    345313100   440767971   924756851   815586817   947038076   454545330   87184       52851       -                        -                        1804.463245728557643     
D12          956529072   855706142   100822930   1178210546  82949234    227797337   947038076   235524943   221681474   69803176    -                        -                        12.25884252028876164     
D172         530498584   504896790   25601794    548084558   309042390   1084028323  947038076   836621996   17585974    2919364     -                        -                        172.9475289823399891     
D8           957689391   686794558   270894833   1176785152  440286860   370761432   947038076   1028798320  219095761   81306347    -                        -                        8.446998092289154252     
D179         449285699   998415717   692500725   455281955   801447614   367783039   1219965117  1018213082  5996256     5562755     -                        -                        179.4822380277398519     
D0           546341785   33947153    512394632   766014258   818271745   1197717452  1176813537  963111013   219672473   106996839   -                        -                        0.317272485031076478     
D12          615793590   1041650165  815774168   722021703   138080459   657828767   1176813537  950032312   106228113   84653025    -                        -                        12.30493730141362343     
D3           739429286   1035679789  945380240   1155812308  1082235648  130149185   1176813537  101297107   416383022   323046264   -                        -                        3.205979775701724258     
D9           157632663   166124094   1233139312  227758752   51502987    838535055   48198091    532525397   70126089    17380485    -                        -                        9.558081607043762012     
D3           642108978   394081277   248027701   898205979   124991504   119279392   387122054   313130651   256097001   129914976   -                        -                        3.033378361244511179     
D2           833380175   57442229    775937946   996124689   160823830   300287272   893565313   77579823    162744514   19657605    -                        -                        2.922137717183756617     
D4           638262255   552524097   85738158    1164735252  110725248   978691528   893565313   477208849   526472997   111789258   -                        -                        4.942550893396215224     
D12          1035199090  645529059   389670031   1100888120  504400037   792081198   893565313   649129641   65689030    49863640    -                        -                        12.94588720358160776     
D0           986088764   58108617    927980147   1166261028  154368267   949950631   1171058929  947592070   180172264   85227444    -                        -                        0.681806402641853250     
D4           646998111   389952034   257046077   831037979   147622511   524245101   1171058929  986106745   184039868   94878507    -                        -                        4.110014441943105196     
D57          300120180   569460677   972290246   310484197   1096045048  212299198   1171058929  154387507   10364017    9927704     -                        -                        57.36076307271046759     
D0           822960004   18961648    803998356   1038862339  429893138   678840694   974221917   885446155   215902335   175252999   -                        -                        0.108195854611309675     
D1           977532833   105025467   872507366   1200210701  307597127   230927682   974221917   1037598217  222677868   86821361    -                        -                        1.209673124105944388     
D192         585593934   709018312   1118206365  779564554   643892537   1054578943  415201017   1174913144  193970620   3682074     -                        -                        192.5594955451737254     
D0           813522169   29276526    784245643   1205390429  1169579297  105584023   415201017   1208034595  391868260   29785649    -                        -                        0.982907104021805937     
D15          420076625   451041902   1210665466  811032011   905332597   1112484323  415201017   424763073   390955386   29121239    -                        -                        15.48841730257424830     
D4           656929961   468964142   187965819   1199580349  763551632   1239410428  95093560    390346781   542650388   114279573   -                        -                        4.103656757625441950     
D1           601847502   384651410   217196092   949334631   269048106   441223551   95093560    471041010   347487129   254360373   -                        -                        1.512230090966252829     
D0           521758175   177588539   344169636   840049222   696390330   283696839   200273621   499485792   318291047   203467128   -                        -                        0.872811941396253452     
D91          734631314   967452515   1008809542  879453176   342468747   1011237779  200273621   546281417   144821862   10522004    -                        -                        91.94565170285052163     
D1           1077523436  60294901    1017228535  1128963733  932991781   106590472   844362677   562069956   51440297    48717496    -                        -                        1.237643679387791195     
D6           339704216   492501655   1088833304  606163810   813157718   989377924   844362677   53268181    266459594   73244622    -                        -                        6.724065761442526114     
D13          473161464   1154820532  559971675   570411178   620430255   156904453   793271703   207273714   97249714    84162608    -                        -                        13.72130164977777304     
D0           838161999   11921859    826240140   1009407286  219459008   624570848   793271703   310205067   171245287   153180851   -                        -                        0.077828651049862622     
D177         456500599   432547294   23953305    547314433   586687144   796921328   793271703   70524238    90813834    2431429     -                        -                        177.8983856818356612     
D421         222376190   1019351613  444655320   226303981   1137013074  349525819   793271703   675678499   3927791     2419894     -                        -                        421.2381257195563111     
D7           407462069   319951865   87510204    480377812   696513887   14160566    793271703   587960571   72915743    42883354    -                        -                        7.460980430775074169     
D2           460962186   113826002   347136184   871553174   719232758   904942830   1053758441  305717951   410590988   50371198    -                        -                        2.259743792474421593     
D16          621786485   1126495660  736921568   732768384   899792111   813972784   892206290   1227653301  110981899   66876990    -                        -                        16.84429368008338892     
D3           228826209   445911691   1024545261  345716005   1046375759  555804792   315805006   567261727   116889796   111936413   -                        -                        3.983616046370898091     
D1           253999801   78725076    175274725   468070424   345849592   429363879   315805006   473372292   214070623   39929178    -                        -                        1.971617747803373262     
D686         1043669701  521615338   522054363   1082296001  1040933107  1240741795  315805006   764223986   38626300    759601      -                        -                        686.6964867081533594     
D1           430233138   145751894   284481244   603142954   144641842   1014451234  315805006   210311080   172909816   84413506    -                        -                        1.726641871740287626     
D1           534846117   450320605   84525512    840889939   466546000   1205734859  315805006   899426247   306043822   228802295   -                        -                        1.968164720550552169     
D2           725851672   760269892   1207212523  1191231591  37877307    1014143359  647294892   467744692   465379919   260471753   -                        -                        2.918818963068137373     
D116         193401429   1107497831  327534341   208723149   738078534   596836068   647294892   174243276   15321720    9540789     -                        -                        116.0803190386036207     
D2           399509480   140395984   259113496   567378872   124379533   1024105189  647294892   840986534   167869392   63770696    -                        -                        2.201575218812101407     
D2           847323733   71379956    775943777   874740482   616372435   788804584   1076250975  60018304    27416749    24821263    -                        -                        2.875758417289241083     
D4           611318603   610397167   921436      851307280   592664490   596376502   1076250975  970662780   239988677   131341249   -                        -                        4.647414058016153021     
D4           659586878   858679890   1042537731  885831734   624101253   193927805   1115592527  895936032   226244856   207097166   -                        -                        4.146265767828034884     
D6           951498170   124404392   827093778   1023292807  154633758   562350051   1115592527  1004474340  71794637    18167889    -                        -                        6.847487454376234905     
D17          1062160933  859068775   203092158   1230922610  1202629480  832369394   679030881   638745620   168761677   49590871    -                        -                        17.32312334260069761     
D17          451027174   956697134   735960783   848765830   486731515   1069573779  679030881   243761837   397738656   53288518    -                        -                        17.95315707597647958     
D12          956288226   722373197   233915029   1016117425  963455935   922429963   679030881   102301974   59829199    58850241    -                        -                        12.27477041257995867     
D4           790097545   747941645   42155900    950174363   1073384784  69276477    679030881   197423435   160076818   149790273   -                        -                        4.993259108353450961     
D0           416315869   1455748     414860121   497630269   180399963   21356579    679030881   1111986393  81314400    9743869     -                        -                        0.149401433865746758     
D51          602266261   603851021   1240045983  897483652   1088574979  1065257863  1099728384  1077882604  295217391   11831479    -                        -                        51.03766156369799583     
D17          1070455310  952484970   117970340   1215645605  591881688   918590371   1099728384  652741173   145190295   54123245    -                        -                        17.59844536298590374     
D12          604050111   742845097   1102835757  875884806   636814714   817647344   646318710   780511777   271834695   60380721    -                        -                        12.30268676321370856     
D32          660248142   900777440   1001101445  818351287   836521793   1230390596  646318710   294475386   158103145   27835562    -                        -                        32.36067013843657979     
D537         938669749   1137297768  1043002724  943066716   575915850   908865159   646318710   851288810   4396967     2115778     -                        -                        537.5317107938545537     
D47          1116872113  205446572   911425541   1123534149  1107464029  172274216   646318710   29347123    6662036     4312101     -                        -                        47.64419293518403209     
D6           663898658   608210543   55688115    1234986635  838429591   41466148    377157247   133749980   571087977   92810681    -                        -                        6.553238662261297274     
D16          641971897   361612555   280359342   951792329   1168799680  825877690   377157247   231731315   309820432   22331033    -                        -                        16.19327484760781106     
D9           622180309   298872754   323307555   664419248   543926357   1161336946  377157247   83220132    42238939    30835163    -                        -                        9.692595236159445630     
D1           508008214   219366478   288641736   889778771   147995219   955058888   266981549   558681228   381770557   126237657   -                        -                        1.737726152506141650     
D5           341881652   293085080   48796572    439365660   98791228    576788695   266981549   909681154   97484008    49429628    -                        -                        5.929340192485365255     
D10          398623746   961848468   678406021   552757966   234896417   1230293083  1095699950  64821338    154134220   90355306    -                        -                        10.64517968651448095     
D2           607914809   476759190   131155619   810951183   1237217763  1051145308  118248045   983278547   203036374   201842061   -                        -                        2.362040833501001557     
D85          586130329   741349853   1086411219  1163559077  260426460   597027266   118248045   1104771976  577428748   8701581     -                        -                        85.19714440398819478     
D8           624152952   827739113   1038044582  1149958475  97298947    412663186   73872224    1132404806  525805523   98347429    -                        -                        8.416479428252262700     
D13          510049709   512375167   1239305285  746634973   1140039091  705599130   911751108   69227098    236585264   36879181    -                        -                        13.89334451326345886     
D8           640559093   1120577921  761611915   893237705   1003080748  623794644   911751108   530174132   252678612   135201869   -                        -                        8.288183656691905642     
D1           725239730   381302971   343936759   1163716212  130175140   1092633468  911751108   618958038   438476482   286763248   -                        -                        1.329678658821719023     
D6           633854728   504135389   129719339   820598155   221245289   1145097381  273509411   341278859   186743427   73624447    -                        -                        6.847391179725940759     
D16          924282189   728744075   195538114   982910373   132080957   924016124   273509411   820222739   58628184    44859429    -                        -                        16.24505909337365841     
D0           491392488   94670709    396721779   855863496   940714327   258589423   1066874604  754736237   364471008   126921480   -                        -                        0.745899819321363097     
D0           936597510   39481629    897115881   1228116981  1010611646  529293088   623612089   890303496   291519471   62039097    -                        -                        0.636399156486755440     
D34          506487243   691392265   1056725721  749582507   255340618   51201256    623612089   1030156086  243095264   20296715    -                        -                        34.06424463269056101     
D5           176069416   467084476   950615683   267154711   46442027    143591248   623612089   970462494   91085295    84984121    -                        -                        5.496138225633939309     
D0           601343772   89359964    511983808   830053234   1227363699  683533181   623612089   645895933   228709462   143924848   -                        -                        0.620879335582136588     
D4           1137788777  164640856   973147921   1174600421  754268294   1095516557  83048611    325395641   36811644    33439457    -                        -                        4.923550522964532588     
D7           233633021   547450334   927813430   393165666   1040690864  474599893   83048611    330553690   159532645   74100376    -                        -                        7.387956223056142117     
D8           844521092   146101804   698419288   878953235   861587948   1009794104  269784133   784792393   34432143    18149660    -                        -                        8.049836966642901299     
D3           346968446   415210740   1173388449  467271480   1063425261  293618227   269784133   435662560   120303034   106362378   -                        -                        3.903736902159145031     
D892         216254695   949723767   508161671   228912942   1168404301  1131386173  512708405   783871524   12658247    1064496     -                        -                        892.1816211615637823     
D6           585481136   428370604   157110532   843829070   187086065   1062248696  512708405   164543740   258347934   68785268    -                        -                        6.227650432357114607     
D2           222558895   241162600   1223027038  351949402   608246218   1210098332  512708405   413921315   129390507   93168388    -                        -                        2.588459510536986000     
D15          895314751   788223271   107091480   979912668   881437571   1196971228  512708405   599365702   84597917    49335581    -                        -                        15.97677082185370432     
D1           462403331   256700316   205703015   700117571   394614226   356945862   512708405   203585925   237714240   224689091   -                        -                        1.142468977276693864     
D21          810274453   244752092   565522361   1076495266  423716994   396211198   1089539693  1200777157  266220813   11612014    -                        -                        21.07748853902518546     
D61          398902253   214957761   183944492   794297098   270612888   566157327   1089539693  851687554   395394845   3507408     -                        -                        61.28678528417566476     
D3           606807855   320686975   286120880   693499163   1059018057  86238703    914312153   969459991   86691308    86660007    -                        -                        3.700518683318361605     
D362         414905024   1211561341  444974426   517796076   73843666    205209151   1038676054  982558652   102891052   3340816     -                        -                        362.6543158916863425     
D22          839870262   222847890   617022372   871791532   420272774   69196232    852400441   416460458   31921270    9917242     -                        -                        22.47075245315179361     
D16          453388695   370160595   83228100    561060336   409015929   798617349   852400441   8734788     107671641   22702131    -                        -                        16.30510347244494360     
D18          329824816   1078065805  493389754   420369355   1084029997  60149734    852400441   240768190   90544539    58191199    -                        -                        18.52626898098456435     
D171         1161357647  464597290   696760357   1169348295  558320904   1036898832  852400441   301260731   7990648     2713687     -                        -                        171.2051868914874854     
D0           615751035   113187087   502563948   1117272747  1171166604  507496184   223375300   263372418   501521712   114229323   -                        -                        0.990875932968630130     
D670         540940593   1135483993  647087343   720689397   749545114   778629943   223375300   101232508   179748804   1694181     -                        -                        670.2259044340598790     
D18          797384829   557545359   239839470   882681297   850520409   1125428974  223375300   222596956   85296468    29716617    -                        -                        18.76207372461003888     
D1           667591524   296632111   370959413   1071282368  413608062   450367469   223375300   1134311987  403690844   263900680   -                        -                        1.124029354528377873     
D1           431890012   200585904   231304108   707772987   1203699322  943332732   887230073   932728837   275882975   156007037   -                        -                        1.285749078100880795     
D118         850858016   805248669   45609347    1019672968  1129381477  561338892   887230073   609086639   168814952   6783256     -                        -                        118.7112308602240575     
D10          203897773   1001800910  443727606   309084790   254514134   535321218   183585925   212308163   105187017   98710756    -                        -                        10.14885257286450121     
D793         775287731   291712723   483575008   778908852   321521675   829855879   183585925   994576260   3621121     367837      -                        -                        793.0488857836487357     
D3           939999017   536775139   403223878   1139694541  931374197   521488797   183585925   361965718   199695524   141216921   -                        -                        3.801068138286346010     
D14          437708756   805280733   874058766   818817454   44114408    612140042   183585925   821175175   381108698   56600058    -                        -                        14.22756020850720683     
D10          796413933   967748530   1070296146  936589174   1213837269  978061564   183585925   516426006   140175241   95537728    -                        -                        10.12949072852140674     
D10          579432440   71245680    508186760   1152095430  739887116   20226094    918245903   82328892    572662990   6769450     -                        -                        10.52458914682876747     
D1073        290200630   1125542503  406288870   304658250   589120727   340155746   918245903   560181306   14457620    1048230     -                        -                        1073.755285576638714     
D3           659770650   808261863   1093139530  1089469038  260088635   721248365   1110707353  813193133   429698388   230072262   -                        -                        3.513078264949644386     
D2           673568265   356167884   317400381   1201185539  20837819    1238910010  1110707353  105399402   527617274   145950991   -                        -                        2.440325218483785423     
D8           721998507   466111360   255887147   782915261   195834090   1124321524  1224869204  863959073   60916754    51914213    -                        -                        8.978492267618503626     
D0           714612291   22384644    692227647   1036419502  888630809   534947649   1224869204  390292121   321807211   70997869    -                        -                        0.315286139081160309     
D0           803703820   94141812    709562008   1010302393  848991711   1053459161  1224869204  541683934   206598573   183908101   -                        -                        0.511895949597130579     
D5           681229044   949973923   972885864   928155181   143767258   916392142   193759725   377934490   246926137   187376770   -                        -                        5.069859636282555196     
D54          699111089   597866739   101244350   748261214   697522323   642857473   193759725   960760125   49150125    11009339    -                        -                        54.30541642872473996     
D4           358455198   370691926   1229394015  452459583   351560214   243817751   193759725   261627184   94004385    76442043    -                        -                        4.849319974349717471     
D5           281903208   510465304   1013068647  475981708   1202434500  675186782   193759725   669961042   194078500   87824708    -                        -                        5.812319968089162334     
D1090        552005201   1201696550  591939394   613216626   814172212   668291871   193759725   611024968   61211425    1102376     -                        -                        1090.096800002902820     
D4           883761346   801703815   82057531    1227877660  339837825   719296342   1228207812  464366515   344116314   195528718   -                        -                        4.100184480317617589     
D3           707509095   608859605   98649490    968237167   690656847   403192279   1228207812  304989197   260728072   186052951   -                        -                        3.272507110086095866     
D12          564742193   726637227   1079735709  818042599   561169051   19252466    303257839   615250944   253300406   58141381    -                        -                        12.49776346041728867     
D77          793324882   1137568182  897387443   1182669569  877571493   811635601   303257839   292554170   389344687   14635508    -                        -                        77.72659356955699795     
D19          627315666   797714313   1071232096  1214737739  771374306   1079528715  1044433755  97947180    587422073   39893593    -                        -                        19.99605081948873344     
D17          908860435   1169180650  981310528   1077638102  275217692   27397541    1044433755  390906870   168777667   64972100    -                        -                        17.99511867401546202     
D1           673381294   360086012   313295282   1079927156  499639576   302438536   1044433755  743279233   406545862   266835432   -                        -                        1.349468506866059676     
D24          728899131   280162227   448736904   744161222   294788611   399978205   1044433755  84490467    15262091    11580854    -                        -                        24.19184517825714753     
