Elliptic curve parameters:
name = secp256k1
mode = test
p = 1241690119
a = 1
b = 35
g = (311072572, 523565415)
n = 1241630743

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
D3           703787144   1100717753  844700134   1078821180  162724001   207751701   1181877229  204259113   375034036   328753108   -                        -                        3.348159230178289295     
D9           488730807   948481660   781879890   878411755   625492328   114904399   1181877229  667884423   389680948   99049859    -                        -                        9.575800203814525369     
D35          1135098572  469630070   665468502   1152360417  736992543   1137088029  1181877229  156290162   17261845    13078647    -                        -                        35.90815395506889971     
D68          457725167   516077615   1183278295  907872757   480667262   1190792975  1181877229  1008440667  450147590   7577577     -                        -                        68.10588859737090101     
D1971        506839902   431180743   75659159    552896370   1139565151  937107373   1181877229  422097464   46056468    218754      -                        -                        1971.075925468791427     
D21          690678257   457742772   232935485   824472947   613161513   777176881   1181877229  1006836305  133794690   21704807    -                        -                        21.08946520464337692     
D39          1032436799  280331188   752105611   1040205053  841128632   1225623126  1181877229  693755564   7768254     7027271     -                        -                        39.89189943009170985     
D3           777550417   807280038   1211901122  1057775165  772808078   852575989   1181877229  1178406099  280224748   217100921   -                        -                        3.718455151095374671     
D0           498958801   12758386    486200415   900354417   816327940   800031466   1181877229  499108038   401395616   97563185    -                        -                        0.130770495038676730     
D0           225774581   54521574    171253007   310505844   696238209   818726961   1181877229  1073949931  84731263    56312055    -                        -                        0.968204303678848161     
D2           776611706   747226616   29385090    1216202881  748759867   585219501   1181877229  1167171865  439591175   337020531   -                        -                        2.217154586347737966     
D5           414123281   373077637   41045644    753647205   668692086   989037376   1181877229  982847746   339523924   74599357    -                        -                        5.001083816312250519     
D3           813499241   465934111   347565130   1044272620  797495644   359537973   1181877229  568252789   230773379   121179104   -                        -                        3.845003764015287652     
D35          388330915   1203323210  426638448   742490028   1237073352  282753504   1181877229  19109183    354159113   34171802    -                        -                        35.21392316389987276     
D14          682444952   1217404941  706670754   981386734   1186956533  45498668    1181877229  668579411   298941782   84561388    -                        -                        14.39670007545287690     
D530         848553117   841230715   7322402     913704369   1209410332  710850863   1181877229  430076456   65151252    1586841     -                        -                        530.1291780335900068     
D0           699837074   42438396    657398678   902995744   978909232   411994163   1181877229  643193002   203158670   90361064    -                        -                        0.469653566717629619     
D3           858461923   661841074   196620849   1178644373  630401916   204269353   1181877229  1163173104  320182450   218097023   -                        -                        3.034617643542984078     
D0           690304204   78292816    612011388   1063840858  444241402   453129163   1181877229  747964099   373536654   316767550   -                        -                        0.247161731054838161     
D12          545486795   747700874   1039416664  788100136   1240198290  302599774   1181877229  791506323   242613341   60260113    -                        -                        12.40789034033175477     
D13          926560690   1133389789  1034801644  1137330346  810792619   1167578199  1181877229  1120385492  210769656   83482066    -                        -                        13.57644633519251907     
D5           810134960   1203807957  847957746   1106573813  704346698   1126082953  1181877229  244143670   296438853   217257254   -                        -                        5.540933316776617272     
D20          215553890   501961407   955223226   263422961   1134276693  618624838   1181877229  487948240   47869071    24077606    -                        -                        20.84764602427666604     
D59          1202984502  509519121   693465381   1213280981  443095551   1204188035  1181877229  649208840   10296479    8592938     -                        -                        59.29510034868167325     
D1           538910644   250630634   288280010   883614775   174306974   937783301   1181877229  328059939   344704131   194206513   -                        -                        1.290536708210192724     
D140         162265425   339359078   1064537090  242190553   594165774   596712092   1181877229  755064098   79925128    2415169     -                        -                        140.5115244523261105     
D8           612694294   1091725517  762599520   773245367   159205680   248129114   1181877229  1074678715  160551073   131041075   -                        -                        8.331170337239678474     
D5           513436748   1205832857  549234634   796387597   64208434    703688416   1181877229  1144358542  282950849   230485899   -                        -                        5.231699042031200355     
D15305       261172263   437490289   1065312717  261217703   974214008   796098927   1181877229  301820837   45440       28583       -                        -                        15305.96120071371094     
D5           983081399   635368095   347713304   1126547988  978312642   290303887   1181877229  197390074   143466589   122281865   -                        -                        5.195930688495796167     
D1           312159370   132654671   179504699   419896883   426369638   434442919   1181877229  507697086   107737513   96684344    -                        -                        1.372038796684600766     
D2           732704264   404741646   327962618   1005200375  221705309   69420370    1181877229  545018317   272496111   187712042   -                        -                        2.156183703973557540     
D74          658319011   998634582   901315172   873272694   439022661   1173513483  1181877229  126233902   214953683   13457962    -                        -                        74.20399775240857419     
D0           734401765   71528593    662873172   1114052885  878818092   892225873   1181877229  849064607   379651120   354750645   -                        -                        0.201630621418602353     
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case         s           s_zk        s_rxk       s_zr        z           r           x           k-1         q           a           m1                       m2                       f                        
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

Statistics:

Total Key Count: 1
Transaction Limit Per Key: 1000
Total Transaction Count: 1000
Total Cases: 256
Case A Count: 0
Case B Count: 0
Case C Count: 0
Case D Count: 256
Case D0 Count: 17
Case D1 Count: 15
Case D2 Count: 16
Case D3 Count: 19
Case D4 Count: 16
Case D5 Count: 13
Case D6 Count: 14
Case D7 Count: 7
Case D8 Count: 9
Case D9 Count: 6
Case D10 Count: 4
Case D11 Count: 6
Case D12 Count: 3
Case D13 Count: 7
Case D14 Count: 5
Case D15 Count: 5
Case D16 Count: 7
Case D18 Count: 3
Case D20 Count: 1
Case D21 Count: 3
Case D23 Count: 3
Case D24 Count: 1
Case D26 Count: 4
Case D27 Count: 2
Case D28 Count: 1
Case D29 Count: 3
Case D30 Count: 1
Case D33 Count: 1
Case D35 Count: 2
Case D36 Count: 3
Case D37 Count: 1
Case D38 Count: 3
Case D39 Count: 1
Case D42 Count: 3
Case D44 Count: 1
Case D45 Count: 2
Case D46 Count: 1
Case D49 Count: 1
Case D53 Count: 1
Case D55 Count: 1
Case D59 Count: 1
Case D61 Count: 1
Case D68 Count: 1
Case D72 Count: 1
Case D74 Count: 1
Case D79 Count: 1
Case D80 Count: 1
Case D81 Count: 1
Case D82 Count: 1
Case D85 Count: 1
Case D94 Count: 1
Case D96 Count: 1
Case D97 Count: 1
Case D111 Count: 1
Case D117 Count: 2
Case D122 Count: 1
Case D140 Count: 1
Case D148 Count: 1
Case D149 Count: 2
Case D150 Count: 2
Case D158 Count: 1
Case D159 Count: 1
Case D163 Count: 1
Case D181 Count: 1
Case D189 Count: 1
Case D197 Count: 1
Case D228 Count: 1
Case D241 Count: 1
Case D273 Count: 1
Case D281 Count: 1
Case D362 Count: 1
Case D372 Count: 1
Case D440 Count: 1
Case D499 Count: 1
Case D530 Count: 1
Case D614 Count: 1
Case D735 Count: 1
Case D1225 Count: 1
Case D1244 Count: 1
Case D1971 Count: 1
Case D15305 Count: 1
Spent time: 0.130 sec.
