Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case                                                                             s                                                                               s_zk                                                                            s_rxk                                                                           s_zr                                                                            z                                                                               r                                                                               x                                                                               k-1                                                                             q                                                                               a                                                                               m1                                                                                                                                                                                             m2                                                                                                                                                                                             f                                                                                    
D2                                                                               73594305921521174720790341667769204274383600029340327382025197341738478462101   37342508962204289442209546261535686198016090173265990502602059942166608537497   36251796959316885278580795406233518076367509856074336879423137399571869924604   103419599869607892198754519258131639757457825633524074191128935956410875536710  70438514034765554056943293697941688243375930290176877174785145924017401689611   74434546282651086457540180643683445038635090067942534593776947647176310987383   95000015224994168003740254946301932176813155437669177530139642560233680328265   16803509678842517611979428617072231622229336218426349865839963179582634916073   29825293948086717477964177590362435483074225604183746809103738614672397074609   13943718025347739764861986487044333308235148820972833763817720112393684312883   -                                                                                                                                                                                              -                                                                                                                                                                                              2.678088361678054775855953733037661852089968001300298569601869377450053466865378     
D1333                                                                            91377122839727801089487524341288944436333449916159439567872739931863378488252   111103921355737970672193469302426628482614630071454880555823776531850570094069  96065290721306025840865040047550223806556384123779463394654126541530969888520   102788849097115642869709220732477476473062676218354084527117973480409570135898  102733453990632056460788593758326026597888863771717669234712842293337076209819  5913599787281904028805190982838382484757568255146054747762278695418787997655    46867756712552567602780319993803300937483135864850024480325075424210570232178   54720447691820309828326743398828190646906332292374254433494491385318503913690   11411726257387841780221696391188532036729226302194644959245233548546191647646   83312780625066847713953211780688142499639498602279893910871543493845307084      -                                                                                                                                                                                              -                                                                                                                                                                                              1333.575959440602624441835498305451246627686577280557517679173824032348988858535     
D33                                                                              102896693656510359318851682678903755700013611392695526859019952047082505276679  38696938733114282416633733690361068134790843079554678944425524185680474570282   64199754923396076902217948988542687565222768313140847914594427861402030706397   105505207676521833423325066176168415014950944891551576772302264521632305930480  96322961851708927712220716428192027957024089164084710844344377228979153441180   66123729599648594127014193713580224866029245161541084466675112211064560348638   46867756712552567602780319993803300937483135864850024480325075424210570232178   92150074294555777661706097485518884773531776279500895772403434775870463381936   2608514020011474104473383497264659314937333498856049913282312474549800653801    1164646876062869244389726285582042417457604937309580241009765539640279778440    -                                                                                                                                                                                              -                                                                                                                                                                                              33.22632767790583787362371707475195824304497792291417638652391504491286410899119     
D42                                                                              82325725437568269892339821607242324908874059051363305014914691218040160502343   109688931515519306121860328187582446691758340352324073905627744414234158278513  88428883159365159194050478428347786069953282978114135491892109945324163718167   92297328260023628629575536846550988453905733434090278621018295620324217914336   15276921022787071625302448518537050846804867631951948876216273735648948672819   85701393205985172100239364320311593999807654339993363275411794310326474974210   46867756712552567602780319993803300937483135864850024480325075424210570232178   49087399609065127290287417594879887423610345978066500716636471455592733742011   9971602822455358737235715239308663545031674382726973606103604402284057411993    2552902857925399994454099692773016548620663989547516166085855999767701206399    -                                                                                                                                                                                              -                                                                                                                                                                                              42.96635540792073353289275003285205449819949525828365791790443729059248861884175     
D28                                                                              12715114914249290061469508872428927590169499499171913764453375296502755456239   88234549643118644203232810317568459636461474914599346529707918569832450205601   40272654508446841281807683563548375806545588863647471617350619868188466744975   17525183162235984962805470830951824820228794044979870723172812892198367665944   37107118462100104373042219479833915708102349843115192202569153063063945968797   55291493945733902159830891160152534594128944519228890727753163511102735171363   46867756712552567602780319993803300937483135864850024480325075424210570232178   79787474757528137753984367121455040927089162582994325272383994895250132410384   4810068247986694901335961958522897230059294545807956958719437595695612209705    3094978418275900258797584955383133130050910407555999847014500105111531036829    -                                                                                                                                                                                              -                                                                                                                                                                                              28.50893858325218882675552034600915094885272897546532508636507951532077666745904     
D85                                                                              84276981515160547942677303847079695346180789923125104322830575517175131224328   86900338823758934277434794554937828240860452366640491512331005444390834358885   113168731928717809088813494300829774958157901835559517193104733214302458359780  96171140914662527485604239769431284943357782445301394513125472799503942807253   99477541415383711501556297836713335620418573715841647407243150282468670398684   76460450993819765965756555843430491281338412862892667033889343780281882950900   114749540004890138959640914621191756790358734425872366769432602952198454910077  34270561106101157843334369044959232064073095281720559629689819686086064472032   11894159399501979542926935922351589597176992522176290190294897282328811582925   1017865718646691142188752390618568165941842267891072990766294540873450143853    -                                                                                                                                                                                              -                                                                                                                                                                                              85.37505216237928575183766982915869186882124305813680856091226196022026880021595     
D9                                                                               35057090244481645442539794640234383315778282091717658365412897030852743499748   26768621692864947961874099209536387640829893198460991337689893664631702535813   8288468551616697480665695430697995674948388893256667027723003366221040963935    45809451310290796784834160354803485400378514892518598011481718304239392030598   36695459409429020773852401566180801526644303981386705086890229106565667136009   81948208260260424981030386758547935021875801918739671845274546320672969541333   114749540004890138959640914621191756790358734425872366769432602952198454910077  91393249199191096176713942088183240782888866755873781183732272167287931490427   10752361065809151342294365714569102084600232800800939646068821273386648530850   2800007047054191415656697496527077061977583689314839427206433210692797907198    -                                                                                                                                                                                              -                                                                                                                                                                                              9.560197972011342334243959528817291889212861476973128426920825159604812162221877     
D8                                                                               9435297013848859831635396426002527038526019653782085895435500992017642012859    24011251737991087749417209857019720044404313700199498947869246860414441646152   101216134513173967505789171577670714846959270232657491330171417273121361861044  16068429082207316808718520084779762205423710119777497530491224379538036721392   52350945669707071136580954136378295693782902487950611473849835334110354439338   2870154672941451756423967627571468926875552896638036346191498751597177616430    114749540004890138959640914621191756790358734425872366769432602952198454910077  5721100787859311530207187870515784501108224155826069612314101356256534594791    6633132068358456977083123658777235166897690465995411635055723387520394708533    2802164945490402854552272767225291871628329187786674260379777604497247304326    -                                                                                                                                                                                              -                                                                                                                                                                                              8.568821680762590917724092616909998925913462960712819288124710052418682084022565     
D0                                                                               75658396864550551036144634807124007044123903480728943643935078334474170396946   28020523296006470783336534543878379950764107182243028143412592480346168560302   47637873568544080252808100263245627093359796298485915500522485854128001836644   113586659121758237697209790666680619368331419194468543554843803325945953514158  111160932091263697120529684065460116502329750010179752120990797893228099896616  27903164251514842830467151710329776944235880236348144005370078684852486988860   114749540004890138959640914621191756790358734425872366769432602952198454910077  78761009574098174672766925916684968785200563055138278118997108314996227296162   37928262257207686661065155859556612324207515713739599910908724991471783117212   37730134607342864375079478947567394719916387766989343733026353343002387279734   -                                                                                                                                                                                              -                                                                                                                                                                                              0.742656329949939963246774351842787917264303457107064068470640891666117013720061     
D3                                                                               89842260541277004667589907733294747619941070672209954912870507403741091345044   30126568341590793830588012049346291949240363404984281060288099811025793993416   59715692199686210837001895683948455670700707267225673852582407592715297351628   103447001350581020197174437020030231260813555466693447865917902292915028143243  80219399347363916141049408279598306009988017651293611414366380694654703172619   105951907104509510837151854512176061357251018030958690062980834111434422587570  53580442685059498118263857208587201562896135441620489841997289501317670437043   1062503722759951776884409016081874662196212432401821263704642166077085758536    13604740809304015529584529286735483640872484794483492953047394889173936798199   8213815685452911490082732012881845774706161905308997194586138068697470555850    -                                                                                                                                                                                              -                                                                                                                                                                                              3.667792107259783081189908640262120858722108306883856254587624312111654920414419     
D5                                                                               96237409984326353802074074258425040645074567562764426094168101844443230446806   34409445126720404293862959747128701604680362532550421387751066918274444425015   61827964857605949508211114511296339040394205030214004706417034926168786021791   107445871828752378592856500821711080799835731327210055262310891809693487995564  43580553542433031987694219611385763953485899793127932633743728515610858498612   55006552586047932169091712277988819502365722400870579223143138524117826561271   45067544943104685758945785515372830905879530918600394944064743868874978855079   109164229281789107646441891162485525547847711375993323786410130431171908156984  11208461844426024790782426563286040154761163764445629168142789965250257548758   6569715228918155475814661752136719406985257447199392749025782122441170056742    -                                                                                                                                                                                              -                                                                                                                                                                                              5.237585485480267532278167497359226177273362720666224111445521816940794037821103     
D7251                                                                            110195381650908057649153102247404320398801471675716435072299031099691574329386  52233085051273535204600421617620192487483857273788951668022368595493071813971   57962296599634522444552680629784127911317614401927483404276662504198502515415   110207881727883498794881964844541681746478920039779665707959576784676395823141  26811872746098357277650385211667263354501128248429081156065713540717730119703   64915251457430164583157989684812497592349693334278875746267756893643723285547   45067544943104685758945785515372830905879530918600394944064743868874978855079   2388743922670382514043291294956823526763413956620064233149147690690635785347    12500076975441145728862597137361347677448364063230635660545684984821493755      7203112394358049229308481564040622094142458338381724588817958490106879061       -                                                                                                                                                                                              -                                                                                                                                                                                              7251.460506459113201906515293094916339406718289366967764540648335752822065954919     
D7                                                                               78128373639277483187972918792719638932880044244575178221418083258007891188588   38190829216734680213504646425254359482956812916949426258145594406328889754897   39937544422542802974468272367465279449923231327625751963272488851679001433691   85427294534977523983114331458908180295130661351524427615254189851885579327544   84385066899288118489718983876869516437651426238209037749777518298467694636001   20430328533693217847208826233254697317685085198650690285893167506116418339695   45067544943104685758945785515372830905879530918600394944064743868874978855079   57114150848600448497038498365247410013177233233627913264183825250413535310240   7298920895700040795141412666188541362250617106949249393836106593877688138956    5139164682277075236558792130834225310373873175082684283057017319231009799028    -                                                                                                                                                                                              -                                                                                                                                                                                              7.431330104761885633378361050818067506808220998335477749175100889787175477026864     
D5                                                                               70852389018432214568342378554921512676917279990067463822625482857503104503531   66581548943718890610742194236434676694402066667446096178165160996405498244605   4270840074713323957600184318486835982515213322621367644460321861097606258926    85677905722172421059875646394229941037000616184616090789824643237755574615825   64933818543410077774167312393283273354476006644477933240459426460274177847998   27265485659633656275733615565995707019030305783089686996704598196175941609889   45067544943104685758945785515372830905879530918600394944064743868874978855079   11600282657093570656229433733585258583144644730077804235131874727851087987752   14825516703740206491533267839308428360083336194548626967199160380252470112294   11550322203471388602209307197687799236583935211872955953828841336493224054355   -                                                                                                                                                                                              -                                                                                                                                                                                              5.764475464044471087321097438932954440062934655866361274871260600688900843657052     
D5                                                                               49827736583404482776493338401348410477879902823249455903625290907612973802217   114548374380559441710223530199073120909832472970861088635647605703158146298655  51071451440161236489840793210963197420884994131463271650582848345972988997899   77032361863053245568822920687409755861566133692770807155841596713377524412811   82487613295722376112129871172593794551687733862705120067431115156969767249074   50431487265103265343604321243454698855875621328709536805450494061263750395380   53676697836818736411744633392110031705122374219830675470768101679988217139266   10138289152142272243786190157989783805842424952244851925646548495400898465491   27204625279648762792329582286061345383686230869521351252216305805764550610594   22623111303755719984163756115287065094193671953728104651408985101848423191623   -                                                                                                                                                                                              -                                                                                                                                                                                              5.063334253301533112671292580444283639797766937156784342716945884484849306956193     
D4                                                                               57003625242434041887455176282506243140596465315192656263716542953359869282547   111863788367772095809372157980651934845931060420779122753020987499891612582692  60931926111978141501654003310542216147502969173488437893300718594986418194192   91036770537577522783235584703892865255974347181748421813265428560914051349858   85907383025829732948793786666849956379705726147614288282008532505680740418788   78970364784925468898281929000250757303578651982536701843632140297708984475543   53676697836818736411744633392110031705122374219830675470768101679988217139266   76436886162108483179623065311958395422978787591213386899750085386720296237754   34033145295143480895780408421386622115377881866555765549548885607554182067311   22970479947290560991674767861119621025218583448636890714167657345805687215236   -                                                                                                                                                                                              -                                                                                                                                                                                              4.869893385965876386300459040283900045221917722658590240322412143929197508065766     
D6                                                                               50303607388040307541933710296181173524116127023660292960301975644936789612469   107545608578961223968526272519037042048244291293162780744323568736140748823915  58550088046395278996978422785832039328709400009572416598583570050314202282891   84440481278360501397222319912584029934076876632277924411918299736415980004599   66771846906609640197549159594017703528007827057621294127975330698495310462887   101910010358516418121835741492891379587884904695628799344900581146716405663128  53676697836818736411744633392110031705122374219830675470768101679988217139266   88652136329234005142152678435704170025858426730246277204624106173348601557011   34136873890320193855288609616402856409960749608617631451616324091479190392130   16166733497720113686645100679778317114155377415042661508685651553457599220339   -                                                                                                                                                                                              -                                                                                                                                                                                              6.652278185579521178873789552715316405868305893658659343540155021701612958042941     
D15                                                                              40348652109898258384623637522925378355080230913242373006710059579137926500739   98557745384580987669219519569802688295309746324192851228205096491443131458396   57582995962633466138975102961810597912608048868124426161110126229212956536680   51621579927136936434143839634239772978122783087026297514477063027601812218281   77644736524669404763906022258974624904725987527188617500979037265793440630271   106261343037237587938624648412798963434605601433419013115422315318536636314615  53676697836818736411744633392110031705122374219830675470768101679988217139266   72557007314738564587374692075734558405724963632362650473378143831549593839536   11272927817238678049520202111314394623042552173783924507767003448463885717542   6529868658182224236063031188982194485952574391890599483409049233746269348113    -                                                                                                                                                                                              -                                                                                                                                                                                              15.09337331939802842608386145488678295318828599747391656478568943470873862020129     
D3                                                                               51557603795105187373941641747717955666611913906994829017991030997890448081144   55646966771818307768200269162100378897876217049780605222096099715909170325077   111702726260603075029312357594305484621573261136289128178500094423499439250404  86321891858349663957635311603188306466338696885750027028920232951120243126116   11492439346420424864650446671912515825848932283718759885765818759769144217141   95186807062258257807953056437714480020560074003226019007654741272537996242227   53676697836818736411744633392110031705122374219830675470768101679988217139266   80055755015434507413925224784716291627660149789670060917674457330364251266371   34764288063244476583693669855470350799726782978755198010929201953229795044972   16793315731860710790247971892247604866885130928239631007061829044660653036172   -                                                                                                                                                                                              -                                                                                                                                                                                              3.313637858082037385162223972814792048746511846274381028509119868175436085873835     
D19                                                                              98319178272466628398140005310615473397487503655017106004513370803615611539547   67814054111303582966393928582865579195327890774403936583379095219640377012207   30505124161163045431746076727749894202159612880613169421134275583975234527340   110167649823085932712229590570451578926769003384020691463645648566740872202511  20481910684881532960806340916102247386538745867323801190148058111026257039321   61981307277307841965953689214054502380729715661655728303798971686723101401350   38579276278987998127048814770957497214657423893729424749593072816728460167918   7877471922426070996298444420221587257287605032900010176128952904003767884533    11848471550619304314089585259836105529281499729003585459132277763125260662964   3531405867512193885423323231926629163235505822988422331455148698613526235835    -                                                                                                                                                                                              -                                                                                                                                                                                              19.20313230919482300804856167846502991981425640027934059122564951942988124412459     
D0                                                                               59473067066633279224541934530390889610255156412436288982587866927274183941301   18177511378297957920850443880135828138741893449661045686252224327552332641171   41295555688335321303691490650255061471513262962775243296335642599721851300130   99077731681122944202474047409981349500286981040073443075243523475374533628076   399805429384730666708246701732170267030198755407642482204709518967587601956     65483606453498598669053332148547292059467579000763775278305144369171595909793   38579276278987998127048814770957497214657423893729424749593072816728460167918   11954258829420854642554070890164849422962390086307382091938955118034734150050   39604664614489664977932112879590459890031824627637154092655656548100349686775   19868402452143614246609821650800429720223331784799134889932210379173834254526   -                                                                                                                                                                                              -                                                                                                                                                                                              0.914895468927687991315994230474047130692534878509985822339365374993155865921374     
D13                                                                              59366683624988187834027207820806128914434863757248545783227941106085998011073   81439150531925121819887686360109190984351930287125581554254317982778812895478   93719622330379261437710506469384845782920497749197868611578786264825346609932   65310727620193982547079968009301128483389522110512848959535881724752723069563   49471366748295485084921808759809096152558711286326116120421844275251411163314   82304867873601854217720855663650591079297484026403570873290347706660827734305   66601957878222737735142796451266015378358842403088272731019157824750665390059   78486364150316114989740663092668047633591732760908559761500176456118744372024   5944043995205794713052760188494999568954658353264303176307940618666725058490    5870287668136035416552366124351132793842938577869817196456475538085472484663    -                                                                                                                                                                                              -                                                                                                                                                                                              13.87311067802987392370578014108875956948067832566057621264808867177475718497245     
D13                                                                              72118297085238512907740863432237663040014816836257979491948215566287557691421   31929565596432236582356909973588231827317140990848081669996467960304438125242   40188731488806276325383953458649431212697675845409897821951747605983119566179   106969750075736853377236023306903388101719510286266721703911022185298923754070  75436712585826513797374710906726972589787176394647245894995166470115683775327   98171665145980126626767923400333968009909333648462320665717288539871506628497   66601957878222737735142796451266015378358842403088272731019157824750665390059   103851064775584221454716312866016530771079776728451238916381685523446510465689  34851452990498340469495159874665725061704693450008742211962806619011366062649   2415391104241831968750543682906212916605429936240495068022602328264825566123    -                                                                                                                                                                                              -                                                                                                                                                                                              13.21921138997264795200231616462826592680473209062838342007830952551756574499561     
D2                                                                               47600153781910292836106836825068144073542263440858679432377564148665220238249   18371733247430657661109970561048419171532693410926364961577013569988791886509   29228420534479635174996866264019724902009570029932314470800550578676428351740   61392472962489136613480852433545101667863603126177578112298712653999095341235   53039095728340022816063371788769144479413629518227300005486769819536108964135   70589154227636155439493414831586529310929743654005222206222460965950277809913   103571088450823619935581956219744658795036118648445884937875376902159988762478  10750422445003467732256021705658650438971935800902427494861072144627376880960   13792319180578843777374015608476957594321339685318898679921148505333875102986   6223196240173761503984789999637271290578244384901983392614118632663594929291    -                                                                                                                                                                                              -                                                                                                                                                                                              2.952137862668089307452454677556684125004493963679177550389336773897923889957205     
D732                                                                             43728661904116109369348250092672725927623087104001321910693008562824388923545   115462269788318143448300231883185971002139734118290203890434369823867462806766  44058481353114161344619003218174662778320917264786022402863801880475087611116   44053819467635651556259413742366678415634362975648830140554689889394698752966   113954346419506920079064333957724542019306473433366777127548919669020221565143  41649740765069758225412058860502100478971146711387203223887411293571108112855   82312386941557634240874269033623104138289440249158202606373974040388354563379   69091399883109880708028048311151416870345988190682282438923608861825432160966   325157563519542186911163649693952488011275871647508229861681326570309829421     157548392497456323252321033683092534112120303235219109227710802402871781131     -                                                                                                                                                                                              -                                                                                                                                                                                              732.8685996601477496151526580022376022733263115422100404440979401789484327001578     
D9                                                                               45373368520055835538127433767887464117351204782824744108269449030835554230986   85135531805249544086977722368574018619036389120637515101403122875776391643114   76029925952122486874720696408001353351152379941262133389471489296577324082209   81554231877797697791217492142431220896049180310115432578378987518710652858437   21625235577571765753704602738345353968812445972214031112884443720104903360505   32656961906935629665084843883625155094946192011622926514585438075529676013242   82312386941557634240874269033623104138289440249158202606373974040388354563379   80596850716242657846005444620791526217664671865947377248356573174682420055020   36180863357741862253090058374543756778697975527290688470109538487875098627451   9192505162313973285037375393343707338653229255534055638159910542960455603535    -                                                                                                                                                                                              -                                                                                                                                                                                              9.261407016041195855037266029712442586206166150315886497568802868820166557269372     
D1048                                                                            55220212275669955905252012830523183513441465632649447492718097354098300453468   28634733872508148158854871530686970364324136317446078788691205502466245263630   26585478403161807746397141299836213149117329315203368704026891851632055189838   73617843118752135169317410980286141369593819882983296777732788299526861704695   104880849536364421872970176640789294889074947309195237463164262997789187938828  110313444920380221147508970589700989519863691671044702067919359598828577453553  82312386941557634240874269033623104138289440249158202606373974040388354563379   7677444262498313067909769577984141262029928058525892240797122307995353936008    18397630843082179264065398149762957856152354250333849285014690945428561251227   27319746423418113055818381234309944984402881647899637674024517812616699787      -                                                                                                                                                                                              -                                                                                                                                                                                              1048.133223080095862207779452463802499937891523880998016806449170787761249365500     
D2                                                                               75654556610443909232716757367419065068076027491162510637034661744704218063910   96029384133016961086613512026599824839676341050596983587335757769724444158302   95417261714743143569674230349507148081237250719640431432304067116497935399945   115620053164004142834420925969691244096827554390721663341476796761289783982048  25097021534767361493252530256118704337134332358697110871207330546036012969869   47690700656356030828206094015032521326350137406457820693060266733226986290401   2356134637793704596081902188248268808100162498814869661896261755911733575818    12989604983714644688060449859753657519350969109126847899827313989036740278753   39965496553560233601704168602272179028751526899559152704442135016585565918138   35689060056883675631012588765146886039324500591603357932592526728118652145772   -                                                                                                                                                                                              -                                                                                                                                                                                              2.690723263094033067162676425192923207307016264554998916228837349334360258853412     
D59                                                                              41645043917011260265721202655212123458514766740962627862401238840454237062352   73357163395404999469872421569087839320387289201610180021807120032014574376932   84079969758922456219419766094812191990965041818427352223199281949957824179757   61850976824009682086653185944078552475313040169483497522474885961542361691923   22725983216440700565831945448897219972307729113448215939095883836649355751296   16531345749256626371543431954978402152544841187894662121544046193491238047734   105482678854800389291624221201839375321369707872834021541208611127033653868617  110857006163639579484763627609869024676342096714418689797434101585301899202118  20205932906998421820931983288866429016798273428520869660073647121088124629571   1233178103014416623857236077479265424918219883920888542253944598277987803210    -                                                                                                                                                                                              -                                                                                                                                                                                              59.48626821712825070841808987719641283251821455941267073285781586713845609480522     
D92                                                                              87729832338060681763131458754161565801172963998190516701089946513259534578314   22740145270248050074442273080818422427628007341207674342540732674540202470075   64989687067812631688689185673343143373544956656982842358549213838719332108239   94459452185174432949226372288046286877599381108894184890429842266960183754999   46294231098518111701539854385797664472683720972841661093136174359073239199921   114161350442225015937677988225195608432148505944122671549465950159691698104020  105482678854800389291624221201839375321369707872834021541208611127033653868617  39091075934338328082059648503914058511962370384173756861727892587532049428146   6729619847113751186094913533884721076426417110703668189339895753700649176685    244774325581916343897582813660191807629541559042830239671301715151095281409     -                                                                                                                                                                                              -                                                                                                                                                                                              92.90249382236707436681789138032303130644839223792428650576388981877405752988650     
D76                                                                              106986637469939640051640702031234037578356833105952052203151311064665926809899  84963305366097561149230174267368461059110321921231367467352067533406888651065   22023332103842078902410527763865576519246511184720684735799243531259038158834   113214609704058566101815389551860765704500585610482291406627256086843384731775  20581003242029865380338080939870606001066832239229387094649663080550457431359   12519794044208320816810981789903445458842391536050478265052850568046134783036   105482678854800389291624221201839375321369707872834021541208611127033653868617  32090133653625569026482031225391691128846328882863511408916133388118722224284   6227972234118926050174687520626728126143752504530239203475945022177457921876    1111109489917897198671014180579659433913040528937985744060245687649142138007    -                                                                                                                                                                                              -                                                                                                                                                                                              76.46708640061720933747622150268165401000836988635325878793449163660229434441193     
D16                                                                              27430883280918774158548529222827808273350898373977067119494197670243344441095   66702367987993317160286464753041802781826261857998595998019552954110746403044   76520604530241652421833049478473913344362200795053375504079807857650759532388   39170327046075512434527933782796113182187694357763998086348032956849168645258   12989472653178707622425930991904054301443790848793091078259089086671545300257   92070280736671691438353012780400159784213432750299247005586541672450602380894   38641898176849713022484430422997745610179875239063805894645130351100583081696   101559954943332090256678963587636435465189507117861997417245779844179629393539  11739443765156738275979404559968304908836795983786930966853835286605824204163   3951995750605297606589720102891198455677306406403205185786527097031696032769    -                                                                                                                                                                                              -                                                                                                                                                                                              16.87814769987468097704420123919421355595790002166223684552115639247398181064070     
D0                                                                               60765449625048572022750129566771818942353822583270574697118716771823348595737   16378616285069598914743040046175072332278495702360183148032238574018250067358   44386833339978973108007089520596746610075326880910391549086478197805098528379   102619316980448730424633682813087757064576083527798706769329717951959109440175  59654196003152842264561865052902672871943152588710987004876120335452904764763   106603540833867495835669356992273988782679787444328748832373690097672392531842  38641898176849713022484430422997745610179875239063805894645130351100583081696   31305867570684097713255771179290543238013207920964108313868814997207113607422   41853867355400158401883553246315938122222260944528132072211001180135760844438   18911582269648413620866576320455880820131561638742442624907715591687587751299   -                                                                                                                                                                                              -                                                                                                                                                                                              0.866062714982657808505319477269338445985548372679079124845448316996476684838200     
D7                                                                               22867148469502376112288186799125430191628477289566755898547735532094399785659   73836139496343572731467879483297498879024202984763654358860337989771801594792   64823098210474998804391292324515839165441838583878005922292560683840759685204   36414845120515798976634885060860847011685122229322124558206559054466728265701   111188664612718156426843267227268935808942692360553739028202849805383677230316  74606776076984584369158755836822686343751204656976867706977772010256141507216   24194087583812834280160112342788316324144687306520851634761681295367782863070   3263085481619802524444513856845241382544683918908416284304426015995231997368    13547696651013422864346698261735416820056644939755368659658823522372328480042   9319451818488953247941488537390013371571832349811387238888912009722071305617    -                                                                                                                                                                                              -                                                                                                                                                                                              7.922798565239569184304980411727403475684083684373227091138455557346608697443465     
D3                                                                               85224851994560750224033506955072615710684901101843667208723911214362577857997   28757214950763385221816216992190567570044708000605872218417138339027230282555   56467637043797365002217289962882048140640193101237794990306772875335347575442   104375404295577916140224604388525786664778392352536906979943097877627593954645  25184062165982785004192911234908195082128881965093454989386747070461212929545   78733833706061618788030135450064669458196333639352429553549761931578708447884   24194087583812834280160112342788316324144687306520851634761681295367782863070   107337976258256193642596578631599678392855553639822050988558907168536192545484  19150552301017165916191097433453170954093491250693239771219186663265016096648   8622642790492086559269117221259931894310936099070708123847164561302513471405    -                                                                                                                                                                                              -                                                                                                                                                                                              3.335081325933279966855152997774378142495855700503074996489550772685990125320947     
D10                                                                              83764501808278136301711580942741438223168449170475501504493277728327388120454   25854199506345203087240980304192041970559648339456293872375570620826238106821   57910302301932933214470600638549396252608800831019207632117707107501150013633   86891623272624603052106210132366478007769487508906822571648802019555005504184   9684217184409760254339121499022386058133340911652578959209904627882638439469    57487364997686329546541833802001426136804783257917729857566031255126928010415   60821023619975847278190468022968051789125898507771353020157323817232291213014   31265584817105143157466785893484363032291916882449838990685602647925042788865   3127121464346466750394629189625039784601038338431321067155524291227617383730    2459343735270000791451222012490403823541452371261153758449646156409336143474    -                                                                                                                                                                                              -                                                                                                                                                                                              10.51264170012687612696140810305707671632757739853870242936381743018643710240559     
D4                                                                               56077234618910906741441129678746196996371999362714910332760370993583825743951   52319977699262513869938513711576247248417107310364906011484046439646440028527   3757256919648392871502615967169949747954892052350004321276324553937385715424    99579403360922866921311556566925994757060036374225463080602665036724773430307   67441556275172272147191300184107249897389913926070791635249822770369775347021   82793622951669696925378830911050601486616264334226024163403983732842291634150   60821023619975847278190468022968051789125898507771353020157323817232291213014   7950657496244663412512840955578088805974240192660433399036065154840134505704    43502168742011960179870426888179797760688037011510552747842294043140947686356   12575065876898946561570702790566399235683962351204357584918076950442878057595   -                                                                                                                                                                                              -                                                                                                                                                                                              4.160612613201259500684109581498622787821735639756081242625791039633523783745074     
D8                                                                               46385108775446693586142333954625203468671071607350272745050088519669554826588   97666675187108244771576718413673468542951975064812383203043009480844477711597   64510522825654644238136600549639642778556660821612793924612242180343238609328   81875659331849662011470042696446462906569868653886104399906891066824971467727   40548134645859307388832951022547774588551018290401597477485479917729387171322   65006439218863471299261197384841138555310682591043798987266167017890013783301   60821023619975847278190468022968051789125898507771353020157323817232291213014   57822891999248323620918140486493062554794392065896087106288975635989403730682   35490550556402968425327708741821259437898797046535831654856802547155416641139   10894558219043725160814625212803944030772274560814441090193285972514138185449   -                                                                                                                                                                                              -                                                                                                                                                                                              8.964721030760711464040362443427595436191927658833052245531723134778846568528790     
D10                                                                              54389256621862527915377731352466434730896615917482003438288252030041821837438   96352416458910035772342457384167689474575483919342418195383492672980171107047   73828929400268687566606258976986653109158696277214489625509922498579812224728   69418032443897379224393504101979274841327605005782716527692671149992538139872   41827125917442038907908796334985645971556047177358588682182558688339237282125   19274983877160349926663542667735319614394231807655885032294946694784540777699   93884426874892704075560433089272598371863329047461949720321587638304170966303   80924205758257538915662682124849267215785355921406590935616138849980185937326   15028775822034851309015772749512840110430989088300713089404419119950716302434   9302929155757973988330413103927914399603648652579864170074994670189672930136    -                                                                                                                                                                                              -                                                                                                                                                                                              10.35721274941382028794807698883532867020442020937661004337589535943059093504174     
D21                                                                              74745400127178818297602302855654075450101247838023390639947553539833888450624   55281945967651272728050449488184371163703365671181793559114263501594838014713   19463454159527545569551853367469704286397882166841597080833290038239050435911   110829110465015968653385842800659059511216223714645047606083524311839339985316  67782862572970739717838078207069342677923795860178648296202306457598186199779   14845252867681017281102289467986653370281969053396574753503323636326088880501   93884426874892704075560433089272598371863329047461949720321587638304170966303   76482353652277589898548711293365582905697026446825469780727350459676981030393   36083710337837150355783539945004984061114975876621656966135970772005451534692   2577979451504517586035222965644107327871296084780076707675611995822985381240    -                                                                                                                                                                                              -                                                                                                                                                                                              21.44390481289078577557742163886121399421805218489635384116219470870232297944460     
