Elliptic curve parameters:
name = secp256k1
mode = legacy
p = 115792089237316195423570985008687907853269984665640564039457584007908834671663
a = 0
b = 7
g = (55066263022277343669578718895168534326250603453777594175500187360389116729240, 32670510020758816978083085130507043184471273380659243275938904335757337482424)
n = 115792089237316195423570985008687907852837564279074904382605163141518161494337

Directly constructed signatures for taxonomy classes A E. z is CHOSEN so that each signature lands in its class -- it is not the hash of any particular message. Every row is nonetheless an honest ECDSA signature: it verifies against x*G, and the private key x* is re-derived from the public (z, r, s) by the recovery routine and confirmed on the curve. Constructing such a signature requires already knowing x, so none of this transfers to a signature you did not create yourself.

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
case  s                                                                               s_zk*                                                                           s_rxk*                                                                          s_zr                                                                            z                                                                               r_x                                                                             r_y                                                                             x*                                                                              k*                                                                              k^{-1}*                                                                         a  m1*  m2*  f*  x_recovered                                                                     hypothesis
A     26775758316386529278209934151004234871686386498183751680067010091065266327847   1                                                                               26775758316386529278209934151004234871686386498183751680067010091065266327846   26775758316386529278209934151004234871686386498183751680067010091065266327849   28758313255836672640000682791371204466969627480446241122180690069069989086509   77383029809857743264145364923442522596290789210714656451996786375778910901960   33054451881502504682060537139402163012869130520072649756988527369205382063733   79042254526920814954577756429888907267989751568215525483381782374932071740427   28758313255836672640000682791371204466969627480446241122180690069069989086509   109119498571658525361906618958249900087535037344509244837836857568221230612816  1  1    -    -   79042254526920814954577756429888907267989751568215525483381782374932071740427   -
A     2777367118008022307098042962826718747621548463588366040623796517490153393761    1                                                                               2777367118008022307098042962826718747621548463588366040623796517490153393760    2777367118008022307098042962826718747621548463588366040623796517490153393898    112342697085473518947743395204536421433484576511988957191189061355323759844196  102568119665516762131584143679467087037703077799647184141751301091731110219928  81617866881302313804761228105593490082934199392955236911426778302504249159441   20688480543126732582148086603403285647620873817898985092429496555901916640529   112342697085473518947743395204536421433484576511988957191189061355323759844196  41035095185010307189329381736031444319718084530914838857018961111031126517091   1  1    -    -   20688480543126732582148086603403285647620873817898985092429496555901916640529   -
A     73920229393922144141195639889576189511188312281932129134094165479046741799189   1                                                                               73920229393922144141195639889576189511188312281932129134094165479046741799188   73920229393922144141195639889576189511188312281932129134094165479046741799191   99130539196389965223456440929854116500750259587892932154812680787475681644573   50395434921949739101310626749781042494518698651055821632503104099732061390170   113281635362046713225324862058431372303380983462596348699303780547998653846196  88874830525932410475239176659325484743356865329271785163575224216041884670959   99130539196389965223456440929854116500750259587892932154812680787475681644573   23573160121327820796928006649576556649700525696588040240480250435959372409618   1  1    -    -   88874830525932410475239176659325484743356865329271785163575224216041884670959   -
A     34307648034119195940876334187235632844982045705411140498623434388459650159635   1                                                                               34307648034119195940876334187235632844982045705411140498623434388459650159634   34307648034119195940876334187235632844982045705411140498623434388459650159637   35106179737870966661330665940774948001518158326849356699954471850849418439310   28896834621010250184559682928856491076845239908528971724269917650296446956244   75177489804148777200620257991577818529224728145145145014402223021423983777439   99150871215588088807431097098629563773628765898586179670776489239047313031158   35106179737870966661330665940774948001518158326849356699954471850849418439310   48237029735409829773277073494542650058538691758387903501281901063874165814621   1  1    -    -   99150871215588088807431097098629563773628765898586179670776489239047313031158   -
A     86999914645023946694872862692276031011535016346183328751265170119679304732881   1                                                                               86999914645023946694872862692276031011535016346183328751265170119679304732880   86999914645023946694872862692276031011535016346183328751265170119679304732883   76597041652734945071107791107618320833882504794921019045036896991879451327242   13360163804505992454167259386398454844265090079782406306473716118202473746803   63731744143211354935999181641653684389868329840307593268254634128846585811237   24126096901275853606159720422706276035556658113147097328936691111616351608598   76597041652734945071107791107618320833882504794921019045036896991879451327242   53069896841406769818731387007038952755037791935357439877593232819505148530117   1  1    -    -   24126096901275853606159720422706276035556658113147097328936691111616351608598   -
A     7166901984973186678698826475701322915057982266100929926100820766350113269213    1                                                                               7166901984973186678698826475701322915057982266100929926100820766350113269212    7166901984973186678698826475701322915057982266100929926100820766350113269215    28678763427331314033498251592244842372050420123137138102961634170945798242239   100314994551865008598571854976668989261781291162404494079215176117723617121428  106288610884390861799125719685822668180782201616365620196119445496762745673334  50725958001579959872683422630119864475271348617612969603884723677842512975517   28678763427331314033498251592244842372050420123137138102961634170945798242239   1878032146070710292395796318892297037668010942906640266905829378092861819337    1  1    -    -   50725958001579959872683422630119864475271348617612969603884723677842512975517   -
E2    7720103816614255728611407500111723789173472669604086887673647689199908781740    30878048263482612788045598127199907910502759237169747817569702707679517569019   92634144790447838364136794381599723731508277711509243452709108123038552707058   -                                                                               84509321306794074898559187787221270002587283351016819540044171303163478976749   85576404991174765903578706601795741355738897126623850946476291916277562728325   20675058534807329869501981086021927961157478436660573942838739105701224198715   55314219870789549985729890156745342267716002871943901624005228349932562169296   89637289020592755228916263032287295724072441614031630047513578873988308894216   33222734707104204993546890284093497542744244123724195061942206497574845348867   -  -    -    -   55314219870789549985729890156745342267716002871943901624005228349932562169296   -
E1    72051455061688360161855247968643263670878332962532071822941199071454492880269   18012863765422090040463811992160815917719583240633017955735299767863623220067   54038591296266270121391435976482447753158749721899053867205899303590869660202   -                                                                               112687737767641220182337616712424879827483966732587287792211752766804547150001  50335723622127754571691942099499716533674317016284055158970768852297818764226   38924070049806196558383914323404346317276642912865754791477861683949568007037   98309429033850477804280129297504522189029285342288652556981322260890933557242   113041641770837768620733752392348262042275879550854386013920770679369641808167  109248914883278378915255231071655224672608965527061167274434847040937674193998  -  -    -    -   98309429033850477804280129297504522189029285342288652556981322260890933557242   -
E2    14516579339385333906027479078125394359389752805480891811099742888829003647048   97731501432526146997198848065109976659170487813416847145278679522760373856039   32577167144175382332399616021703325553056829271138949048426226507586791285346   -                                                                               67700785833342428255036292151400195793626993597215798591645925410567082981400   61797709987307448506218564713967150545959372741357082834142510970248689061692   97711866739404333389356586303020574898331560222874037099491733200818788187357   57681705129189132335909310914797093399264836821348652270803900736890999437749   2888145497231028703269247521653872392646580991336032179033844246094725852882    102315959288885292171827582938373458292105267559890864570921368545941400454545  -  -    -    -   57681705129189132335909310914797093399264836821348652270803900736890999437749   -
E1    25397886793570510168187195080275793226587114314475780069359798287191604153277   6349471698392627542046798770068948306646778578618945017339949571797901038319    19048415095177882626140396310206844919940335735856835052019848715393703114958   -                                                                               42190359063356336208640729774790631878290098459224824106000748258753975532191   69714587958189933147290928566466036275077706435632066615305117618548039197677   32589903588134220195479595391544097077664789479171675411368566321778220555114   107157842231687048789667782097917724928084885267366527373787095747349489510373  36357370077304801608102609775678408418178788060655029312321000883885962590486   63258242185427140967017174038489138704608569077329519180597640728379813570640   -  -    -    -   107157842231687048789667782097917724928084885267366527373787095747349489510373  -
E2    1041043209116043032612470545753184685758199578590626771934987625070196582860    87624849334824178842137591665830819403946822893249148365905113074941268557898   29208283111608059614045863888610273134648940964416382788635037691647089519299   -                                                                               49553023369089748276242641602338550782158884112933799260525161863966154080192   102440370318246791907847925251794143281567412520515979899389879391605839783500  46065482018859147853386746119538357886861882930175286284038379161057500376260   74754196649160181440794719090463523484284995930679777745463848182936656637029   85453806997936047882791009718989362706852335940063089076730230862153473896054   94873418855887197782003637028693777934214169212264075525601964248872249360697   -  -    -    -   74754196649160181440794719090463523484284995930679777745463848182936656637029   -
E1    85819056122189615676765542021911351516687415380527209687662596343686629872970   64364292091642211757574156516433513637515561535395407265746947257764972404728   21454764030547403919191385505477837879171853845131802421915649085921657468242   -                                                                               84302482885134375358275420573220769243870031821918987980603094464410315387617   48483288762548931280517912306376153858843340266309366159396218423938267163567   69114269902214705217895153061773921788284781204936839534202262858835806637071   114224733641378755259558956129911576518143049267159837992873911461894272384480  59329883080407208886151110667271344306843449355457549566785089957875268761622   27592945224051048682823148030221674450595828060009821792865203158833016083502   -  -    -    -   114224733641378755259558956129911576518143049267159837992873911461894272384480  -
E2    20590603105606003698398966858904733003738516789589703824011386664539221060849   34095673085730549780492487966898160214144020267166152051654137451514345638796   102287019257191649341477463900694480642432060801498456154962412354543036916390  -                                                                               93479672709462784815370852815921100258084368002017240570452401090903962634564   105440669577803673575438221747614931717529473929720950166115965497406900138890  56189239044969274068732641580794138954606664353510665883919261600264201088192   61546891583849041732109485535971438151467323260849271940325195996419489416618   25572133436676659683182479194197930103276965941862334625001563006510830760592   94794477667652135193647214752158417160455459880700544070307607169608346166023   -  -    -    -   61546891583849041732109485535971438151467323260849271940325195996419489416618   -
E2    8037291039419189801429824600321029015157867022085929685035378410909773031976    30957345069183846306250202402252234216998857825290208516910135388106983631578   92872035207551538918750607206756702650996573475870625550730406164320950894735   -                                                                               62587304343731529658484817134164230769534764126031263493322317286372023721937   10327423945634052390982986237275893920740372638959491042710564451023678649993   25489303955021660604324865188450505698103360728730842046147260369389925088543   81406866159253145659487606117653701503918964778688973826595755838354041886778   7727831675968911154952539991113244894536957784308557204405097801434988030315    22532964641325099537916551500958740625147789853274478951644088957921958508903   -  -    -    -   81406866159253145659487606117653701503918964778688973826595755838354041886778   -
E1    69041383407770908117368638299484858214211044274278534152229405005691521689674   51781037555828181088026478724613643660658283205708900614172053754268641267256   17260345851942727029342159574871214553552761068569633538057351251422880422418   -                                                                               114865969041576582875317174400840222689742695931537930249968298506298371841413  94809477013138693702210988087770836059670154365907697050997543161614548556955   61146937629213937506439433762967690779885246885405365175983975724966061240594   18883001161746204320517135682351870059707106002466685135650446779099254909709   114912337659772573567882968829824938376617636725216398630383717078732779881378  71876266616189919399136299359585951324971875120514982125063190854254547449008   -  -    -    -   18883001161746204320517135682351870059707106002466685135650446779099254909709   -
E2    13173113622198676446329987886745758495660749116340983080078526010096497118265   96723902144636153902425729671575249761373735046561915597012766863710993959452   32241300714878717967475243223858416587124578348853971865670922287903664653150   -                                                                               115369938078815263262128273108064334601941228487125798330242086620941586936995  73278703491299625171386578725518506920809286054965129346084230026444708731156   11455338840495422609444673480819675063260127497848441888265857613494474731139   69496562111515913784017597186599700964352356582594920809643108184702252305616   84214917236207059685184672228732756158650394337680033640888988280526810471306   88889177345397555579034380631812185944895450794473369727916048218838968239987   -  -    -    -   69496562111515913784017597186599700964352356582594920809643108184702252305616   -
E1    115106981613210095852443930368373334566671808796336568452060783108820019949198  28776745403302523963110982592093333641667952199084142113015195777205004987299   86330236209907571889332947776280000925003856597252426339045587331615014961899   -                                                                               96097582150685327445386724942457681067977081854372728733058874437488408714597   86237982253353976742038037260093226020383020394486715891769345812345895188875   44964018073507978760000953937836163385803835249979416807056258958316745515800   59601062173317672472207136490402499767273130673453278235860608079332928861741   12390646600842401165942108739088728957210141511550349501005401215024331746600   75677218572470412005849435669975101694630431274131105916230174991036043382894   -  -    -    -   59601062173317672472207136490402499767273130673453278235860608079332928861741   -
E1    22239695338864339904526068877547265316081407872352952491544209939871145248646   16679771504148254928394551658160448987061055904264714368658157454903358936485   5559923834716084976131517219386816329020351968088238122886052484967786312161    -                                                                               15411532235310906382565908238067802805228223878841259645496318528160331988282   86677547105080089745489833097326627734665780522013397662623881192276435155290   102681444324587465079682035100223841616579822768872641596558433647612746547719  87909553147557958129617950838012245185544106633455105284236574021445840463323   20862912575149825243543658763369727284361804598838242231472006702876686188905   26550888535787257897729882378887767568911221680830800362697945656577801107542   -  -    -    -   87909553147557958129617950838012245185544106633455105284236574021445840463323   -
E2    19701593062408508973287617362712282767742947263135485909284426088106501739785   33873420574931176099214650592850047655145127885552597572972397307406165808530   101620261724793528297643951778550142965435383656657792718917191922218497425592  -                                                                               27209979028954212956233558237176996866853987255999900542318898748164315510239   17379552150200846716272390560891751164464911136573399842386794146991759755927   82008773079936372045098473372201112737478334060789894379872873117877523292647   86208826694679771698179092590876910064594754679527491167541298479864415418719   75140770438463029067403865426599654137800239893636480872758298549679941991316   85249350972436723449405069559797041434165634828345043968539527250809623582349   -  -    -    -   86208826694679771698179092590876910064594754679527491167541298479864415418719   -
E2    8344003204048729771092754911018522309970019141823089567210656088455885793348    31034023110341231298665934979926607540701895855224498487453954807493511821921   93102069331023693895997804939779822622105687565673495462361864422480535465764   -                                                                               44850388821924153828089526422557817425634959465233459132246977976821829469131   62173029702140703203259802880170129318170027164845194972852936162950542339191   87800330395962434518573221454245868323645216282744285172241273989282740700797   59069471614078437900440121982126307219456345268737576902085729326412005718699   8998206078892308428752022139706749075551775877363842398119145469718398584646    95685992338376040582949935173958563573660469676425800246066525614909886740333   -  -    -    -   59069471614078437900440121982126307219456345268737576902085729326412005718699   -
E2    20867799017973479622458773686000256219838899833303495390731077319467559553780   34164972063822418761507439673672041018169116028094599943334060115246430262029   102494916191467256284522319021016123054507348084283799830002180345739290786088  -                                                                               41093065171868728907543754082704127919256309959753054767806337276681823091095   10285848217197374445950739072144615705731931024579637898753955344961644292134   96439541796998071712223176356976539796771719461288353339512769302329239380160   58746843475633847458956345970449801851594553746262258756213474660442452885013   4803171970700260301059869137176627395530954840926039086551555296981600069945    105306272751041075636754900248032272258282710663898893079710988631503743766534  -  -    -    -   58746843475633847458956345970449801851594553746262258756213474660442452885013   -
E2    21395278565001055268299191833052475936686393082818865521831229538661224292833   34296841950579312672967544210435095947380989340473442476109098170044846446792   102890525851737938018902632631305287842142968021420327428327294510134539340378  -                                                                               97303293959209644745503952260256163345631433996035248662565533806354049025137   63015367268398154362797522404404407727815099718767371601912710732073892969676   115548010192278806170919415991056201018445912964937842665184773283870414398086  67192095835253234453729671825632926827716154118474328423974127029441141038882   23369546842689251993748712586835846868564029678963600705379253702212823533025   115591151466774707185283331704941893151371099515617348504801395382008506749073  -  -    -    -   67192095835253234453729671825632926827716154118474328423974127029441141038882   -
E2    37691173828876371879152591673081231757985769853419563397736740082022614861373   115112447299644425477042682511326854708117500599370850835256427417655582266783  38370815766548141825680894170442284902705833533123616945085475805885194088927   -                                                                               62843532751573255074150882157543573051663230116403551625570392547794150502663   26318530520655029459252954923390075475528660625376442868603847182695939776916   108428222726774496460767959944275778735298928426718932962413103157129435664793  14670181345627005934906319201226844300465838995140761331408661373106444376988   42821286584343009917750619941835294377544442558736189731106699671689782377256   10684781393510210117939396311865707878260383210242608170064504485882967747431   -  -    -    -   14670181345627005934906319201226844300465838995140761331408661373106444376988   -
E1    67199653996740766561805010551510376585501410305015238880736083843177874778757   50399740497555574921353757913632782439126057728761429160552062882383406084068   16799913499185191640451252637877594146375352576253809720184020960794468694689   -                                                                               66271848595641166919021907757673885330159106909302600407508557273497711165346   61382560286847537324369372336693970716391728694818671001139242034768107005638   80260160460794722352942939171880893058582877911622937863909193507729127539027   113657294838464541668138610978079037017048305714883945040045703568164074249326  55094028345784471047165197889332676076087492918174337620854594492990676150153   100505674933801066477564105763416338174819483107588627275171301552870138484755  -  -    -    -   113657294838464541668138610978079037017048305714883945040045703568164074249326  -
E2    21941717211738473201616582360560177712402121307694266184365024283053103017492   103300354836791001468890675526936064173929764190076877925227640568428448383872  34433451612263667156296891842312021391309921396692292641742546856142816127957   -                                                                               66841936406069941934731856580111489869893330502704256952586161282133260414383   111502885210949636025144378554816377075563644057226672723004474940589842833740  48603603239438174175120450516553294007285411959196335130427510176597235248541   32398688419980710635915987118124582783231891358661996192388744771843136272939   21180691543287211354899811679467523381664853762376726049866895304441926017164   10917002516360831414184649755470282739030490301959482149393175077274170869597   -  -    -    -   32398688419980710635915987118124582783231891358661996192388744771843136272939   -
E1    31128673936739384915859413761574060458388229193676994120958977193612924478565   23346505452554538686894560321180545343791171895257745590719232895209693358924   7782168484184846228964853440393515114597057298419248530239744298403231119641    -                                                                               8449243019509393802427475886125735431467092285184308625804060695714295891692    2514784000911460151862753606328794050308257613489603051365575446904848986868    24891820411752633639676677876715344796495162085189970565028905802953624367088   11080753695798114630968374799992515610848160382170980978921571327487881321654   22864773479964191505356884724329658878611436596743443685852233491857641121400   56393796418563847411989329339349012514077241508150612149078463694827974271708   -  -    -    -   11080753695798114630968374799992515610848160382170980978921571327487881321654   -
E1    10135775789560062686625359598058934285234790631870615931680754535707838669054   2533943947390015671656339899514733571308697657967653982920188633926959667263    7601831842170047014969019698544200713926092973902961948760565901780879001791    -                                                                               98364459994447945794264543556074191057112179993025526303961360340878559822281   46754231729563316166849036077651354329515083058700964237729180169040071968965   37934293567742083118552628107708434513373907368889605337635669902982915251950   74650755799960673271021964355928217556831539587638715613543209299280058178077   63954718676865237092474706200761390841345258070295402202693672114608432342926   10244504491964209154355163834961162193980730660037759824830620395147569258503   -  -    -    -   74650755799960673271021964355928217556831539587638715613543209299280058178077   -
E1    5126168537438169817334932513510719910240380749509671906836510574059752504985    3844626403078627363001199385133039932680285562132253930127382930544814378739    1281542134359542454333733128377679977560095187377417976709127643514938126246    -                                                                               110401229532155173693124918160408978270346104423669570937927141130216803129160  18207620088031541936064566592830818823628846087656558030942558138452836450946   71029649427415434227367392907234412409395308813820797194048519823286562366208   114089794595672221795699194595347404113364764466808806020599597508171771539767  66195775561849311153641461179438418296570721438581099913882674048827565471056   58078779469124688281525277010225687758683192682100487518307172905001380098292   -  -    -    -   114089794595672221795699194595347404113364764466808806020599597508171771539767  -
E1    51121689386820311748087101879260740363495539802217991559368072473751467595414   38341267040115233811065326409445555272621654851663493669526054355313600696561   12780422346705077937021775469815185090873884950554497889842018118437866898853   -                                                                               79252282555158304975187436621087213867905691371016119735688336033459193442521   56222194376896432361476829001353293922434936150136521391346467089775155761319   91728140056586059785647177917642210908256912633568157746682280356712289959440   59388835828952645586037518961359895594419898879378794996152094762903119581448   70320385289685173335390529404925056564833065326367451493131899879745760991006   103146040088226788342157772521140074722385698366594146174317241937935909601297  -  -    -    -   59388835828952645586037518961359895594419898879378794996152094762903119581448   -
E2    12744611540714551474097729694513525464311574148175554088050022271011306390216   32134175194507686724417178675800358329287284606812614617663796353132366971138   96402525583523060173251536027401074987861853820437843852991389059397100913415   -                                                                               1616219130165679014192188672387119124173444204144465777712372497680323486661    39449018402546509169374460934191571024353048124729252668254406822428123654371   60194014110005964032592390513520405576828097599702625759137590212754420126451   102010818352602294275347865195465354808544424969160052003383569773296165565005  54519965653783626014726209177737645215251150616781684305849267938650264665536   1342643074612861458894479268530774129252282061379703449357131257929823978813    -  -    -    -   102010818352602294275347865195465354808544424969160052003383569773296165565005  -
E1    23729931713489570876645009708412177559839880115836819962847303958819234966654   17797448785117178157483757281309133169879910086877614972135477969114426224991   5932482928372392719161252427103044389959970028959204990711825989704808741663    -                                                                               6639729621983728979604341299569518687352207636923701501830318938540225389487    109292113420090431006323881048048202758208208768200248698430315219270503260651  11358743523511478794168995007835348092509947948131255285757617365245510621383   8529528241283554267103780876331553187705153191814762005817171216072713713023    108070908099596539678607304886200489676942833787008794876081317034847046304099  107634069304524189618580025953804216484916371331356494666700793129057705768595  -  -    -    -   8529528241283554267103780876331553187705153191814762005817171216072713713023    -
E2    2168543866501238504187668319808129284427493908260150152032077376604553915428    29490158275954358481939663332124009284316264546833763633659310129530678852441   88470474827863075445818989996372027852948793640501290900977930388592036557324   -                                                                               60597255664586870339504665114688996072098146803077332381826089941531117104869   1547923444143157130718337836642045222851790315843434254620852611081017519946    45485037595865292720411596404846838476551977618638096402151432607991467784354   99255112396316229825238077769338402492986853472974417616289571582907463283091   108812692657619776904195918835191076013594970692002817042204831317848768683396  74811614148797678986577575902939903743455094293352047950441688252414867972382   -  -    -    -   99255112396316229825238077769338402492986853472974417616289571582907463283091   -
E1    44950105846726470675466167342658985235414732684462254329077970361184776765546   33712579385044853006599625506994238926561049513346690746808477770888582574160   11237526461681617668866541835664746308853683171115563582269492590296194191386   -                                                                               8400352791129136247280530071280439708185692160963650761358690159414475394975    62689905140253601223236956557967223651133337962733454819224158734150956552108   96960370714788050495117813186806726919567420586124024679571024144523269599317   60143145057442784412613841862815485003143901443904440275665948396673893332747   54553313666487987250789116255251417578979874622971285497155112932075958783990   17229234196720647759764121731937422285400334099440386167835329470739007720186   -  -    -    -   60143145057442784412613841862815485003143901443904440275665948396673893332747   -
E2    37121111982027603090100514912617557354953265827933780536651501802313716800445   38228300304835949628417874980326366301947707526752171229814166235957969573695   114684900914507848885253624940979098905843122580256513689442498707873908721087  -                                                                               79632774229875255420334839428975353246207476032064987147924890319287834429611   26490601982836057646090313200287651937939155898837890633276408257862572086399   95845328467936380622417797210511954464745940487963199133147607583521747479598   21900779477233363913442906942670775799836555078106885220018085694604071915640   87043359347346435861511802104215732835557710075945966071738187050889128741266   78940176509148449257927751443057365862412587189493106459898540398878337151259   -  -    -    -   21900779477233363913442906942670775799836555078106885220018085694604071915640   -
E2    23085048486375273409913690932422483919123879722474112782529066176849966269620   104157853292768601625113506955832793828971083001161762873850671988776095822968  34719284430922867208371168985277597942990361000387254291283557329592031940989   -                                                                               20105285489685251974945833214976747331550955856719310866508197686095284109315   51019274706729314119354637414949971927622872111679683634355934403348263564190   42472866603130142305636150169613492537309660888654038366642543377118898563564   9066242427092028346234494513602761944200083890805568268653465499963323077041    10776409024579518413946345918889148794269110109674024746760720728377423750934   81413513617512446228915285009089611042134021970304672846949744989873984882802   -  -    -    -   9066242427092028346234494513602761944200083890805568268653465499963323077041    -
E2    12718282847571356900567405964620591255087888041833184279829133878255459219281   32127593021221888081034597743327124776981363080227022165608574254943405178404   96382779063665664243103793229981374330944089240681066496825722764830215535214   -                                                                               98271993094165301650626119184942718265882633391813154734741886111301148003351   37752730833033166480388495917963569092196925585133506204090196724696454661237   105566755609685011708170655182089070379162600606051549166428728516771935637286  111207931024003737393574645735091914353519917374602374065067175186216749811918  99472963926434208963097612373558615182612589323619080549567801263219241134232   62176399597759668477404688436847090018910263151240602416963821874998753303197   -  -    -    -   111207931024003737393574645735091914353519917374602374065067175186216749811918  -
E1    41607584224841334224549548552106130043331428456204349877965233664545048460118   31205688168631000668412161414079597532498571342153262408473925248408786345089   10401896056210333556137387138026532510832857114051087469491308416136262115029   -                                                                               110578903879211180772514381678870759314537355280105141317701550071444003696578  1797687946046391346869179140523369587103845065903380598059438920355593608566    81184583042936089814649878187079527623264487862623852527657198240812707861427   78029244404745675472374647823846941122353208178216710556148272495272022312395   44859782507095992198635146624832607029922288399124340090239165693235720319827   31995560658922786494080819800264934165410918018874255462839825932670655302862   -  -    -    -   78029244404745675472374647823846941122353208178216710556148272495272022312395   -
E2    983626231575963407950191194046126228586175702518250689172217408471470204573     87581786601669119123640882152050525561067804986194866303833035412492223774183   29193928867223039707880294050683508520355934995398288767944345137497407924727   -                                                                               65881574306929752150175624947906563051635058194130703992900268583884703927408   104425276030181542950230808608870338699228413586194758759608825729658611405547  75047343087647322261416958851142442539652932251006283495750518619688116521913   95896084590922050427357308492329851234950638744877319566664251527155307597462   70768483333742531650238499667746148278781201376931523077558111598096197952750   39376858906735016917419684284092628536976211864599455723977735452103882187033   -  -    -    -   95896084590922050427357308492329851234950638744877319566664251527155307597462   -
E1    15954613597423243035918269934182377456348250927266970747679861772167369940266   11965960198067432276938702450636783092261188195450228060759896329125527455200   3988653399355810758979567483545594364087062731816742686919965443041842485066    -                                                                               5781831638721070979470989837655870367293302814022773737919632064169355092265    81780486650198563989767266901989385894806636791070975042622260182254670402481   69498681787321030029484342880433862450849565346209059043981190654037080305691   87390121930922722074101869541909881703584582650497943102620442874365469290755   27955242958354833614421500481618610877847958901571270788103690040437459541996   65396147425595346388219596658418857638847408456264432531994451371547225274920   -  -    -    -   87390121930922722074101869541909881703584582650497943102620442874365469290755   -
E1    88670272750999079609681005177709370379439925670912529966884261407090689607185   22167568187749769902420251294427342594859981417728132491721065351772672401796   66502704563249309707260753883282027784579944253184397475163196055318017205389   -                                                                               80799238977251642336079628778789726454394586756471244960652074564750541208253   58339954318379693609663791692301234819220783715126904008332601778939761969636   64467407446902709112738556762061113334202860001396493123864698072200595106525   102445996759641261857072114426293076658961633087195892425260837570320653017884  102124357971854306813522203235581098681144046468544488512881496745530525229787  18150065771852627669888621522171299657037139407441246008506000723681247496748   -  -    -    -   102445996759641261857072114426293076658961633087195892425260837570320653017884  -
E1    103457714813501679126298335506256639912262009666014591920013936603566087619609  77593286110126259344723751629692479934196507249510943940010452452674565714707   25864428703375419781574583876564159978065502416503647980003484150891521904902   -                                                                               61417451786699841750621986734853170823061450274597323302323625707770322364150   10094953379743124274409784893066776202766304612466625024177302111669215699051   105771040202838225048086734605400016144381923587181805836272725280086106938599  55815343137470446533952967017342029863694404909997291818762441779918171835951   99460038900446929085455927478991815830019897778818330842873527449433706795072   69195144016930479916400166157974663985582848772561224719202429480164834990881   -  -    -    -   55815343137470446533952967017342029863694404909997291818762441779918171835951   -
E2    19131988003539472384472488869633266948178286116156727605382309562662460378072   33731019310213916952010868469580293700253962598807907996996868176045155468102   101193057930641750856032605408740881100761887796423723990990604528135466404307  -                                                                               91746299583330118731709489222857070563486876294521125315414405797464244464652   44760865410455472676772715713844339023191907465388235340760176121468090600765   91194674147526656363234731259527356151355172175578091617178317924638693719837   105977568795729893143291277929957150660906555097956555855186818329349855399059  101528748372959232554947089389894321692771643333273578468491139745237547560828  95082297193696670885532424194454477382436424440744529142325755243371510729862   -  -    -    -   105977568795729893143291277929957150660906555097956555855186818329349855399059  -
E2    12272040935927699538926263402321793820387710939557527705688511398814647572524   96048097629932921221872936308257276254918956413974324066220255905249606800146   32016032543310973740624312102752425418306318804658108022073418635083202266715   -                                                                               79054380874056473447339063921430929851896722787009153569660060397446151320568   115694245954765896023228177670041324048123716124506320124879821724559162518716  30803779155710550269391652103036587206078994857176359654945113246037638444887   94968076922363649832434446265314938572526454146347528438143876255299919730112   21182157054968517914664737625481137698320035450720914119437641604704159897557   39189476118166463336267618780165851220021443671089387386591973808199448020089   -  -    -    -   94968076922363649832434446265314938572526454146347528438143876255299919730112   -
E1    69210244353101121505056770487786120567860962380451019287305289356168895677494   17302561088275280376264192621946530141965240595112754821826322339042223919373   51907683264825841128792577865839590425895721785338264465478967017126671758121   -                                                                               92352622281511708363079189068010561979028073051883314384574411102183150491165   63935148050410604508819462759612610259002432296445607882425855123794810790648   1544689555298504099541439275716410578822713191981835692715182369918877753676    40170445785499455145305518879328865304488447849072335993644128210764617281528   92782770822538836792880373856598163586927717145349238792910387472869352304667   88662663582439110815258707378603630928584240247222901539607090562887720394805   -  -    -    -   40170445785499455145305518879328865304488447849072335993644128210764617281528   -
E1    48137410020458612288847028035049302027876986408022033694336932812890459461841   36103057515343959216635271026286976520907739806016525270752699609667844596381   12034352505114653072211757008762325506969246602005508423584233203222614865460   -                                                                               8002456414833819002548675587859316201687321196815645940036154721559203042546    53376744565916742561341556707352133617170345055966520776515340680263180765187   40793724794598618949745601990298794509047266800371159680884268180243396188727   59238159295116843439784969242892462834742569236725379800943650180196542302060   70490466328317963195041771898931509927163622232277819162731069805666723552978   8499607525443556517019158088593308254652962721754645964243157818390448327560    -  -    -    -   59238159295116843439784969242892462834742569236725379800943650180196542302060   -
E2    11025870567229221221762484023871366346304473440143289858669059352122102022341   95113469853409062484000101774419455649356528289413645680955666870230197637509   31704489951136354161333367258139818549785509429804548560318555623410065879169   -                                                                               67255301684133341596803731876209383677828719547756960010281044239798871393785   31672249522455548523707323560765703159160744860009694742446801550928840958499   84991582561896086720918336422363678385077833895566164672150238196644195473002   4241656336897401515439428510192218174632618630838797377654349538445307528692    90678144188602056765861799120423070990259827322938522755689211156760656328841   101292075295752905611760065674444226682065442964424468362846943319978481835678  -  -    -    -   4241656336897401515439428510192218174632618630838797377654349538445307528692    -
